time,base_x,base_y,base_z,base_quat_x,base_quat_y,base_quat_z,base_quat_w,base_lin_x,base_lin_y,base_lin_z,base_ang_x,base_ang_y,base_ang_z,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,contact_LF,contact_RF,contact_LH,contact_RH
1.2,0.627603,-0.0192505,0.31346,0.0397086,0.0474824,-0.0275094,0.997703,0.814763,0.261,0.0841274,-0.677136,-0.190717,-0.247783,0.0460195,0.785121,-1.87995,0.0344718,0.763889,-1.67832,-0.00783005,0.0332902,-1.04251,-0.0497975,0.909506,-1.09516,0.387543,-6.36241,0.752954,-0.185463,2.16644,0.810476,-0.27937,3.56492,-3.33965,-0.514528,-0.8749,4.77414,0,1,1,1,
1.22,0.643828,-0.0138491,0.314917,0.0331327,0.0414126,-0.0300607,0.99814,0.807907,0.278458,0.0620879,-0.70467,-0.918869,-0.239568,0.0523884,0.597768,-1.77869,0.0275843,0.81049,-1.63903,-0.015407,0.125274,-1.12586,-0.0613239,0.917475,-1.01686,0.318444,-9.36765,5.06312,-0.344377,2.33004,1.96459,-0.378849,4.59919,-4.16728,-0.576321,0.398429,3.9152,0,1,1,1,
1.24,0.659929,-0.00813969,0.315964,0.0262177,0.0295361,-0.0322438,0.998699,0.802422,0.291791,0.0431512,-0.776166,-1.35124,-0.209971,0.0578391,0.392956,-1.59575,0.0195001,0.856173,-1.58073,-0.0238877,0.232283,-1.21876,-0.0736976,0.943816,-0.950287,0.272535,-10.2406,9.14697,-0.404209,2.28415,2.91485,-0.424035,5.35048,-4.64519,-0.618682,1.31707,3.32854,0,1,1,1,
1.26,0.675934,-0.00220493,0.316664,0.0184712,0.0147932,-0.0339666,0.999143,0.798309,0.300997,0.0273173,-0.884763,-1.48777,-0.159675,0.0626187,0.202681,-1.35885,0.0120506,0.89697,-1.50929,-0.0320034,0.346277,-1.31246,-0.0848121,0.99296,-0.938661,0.23898,-9.51372,11.8452,-0.372477,2.03983,3.57197,-0.405782,5.69969,-4.68509,-0.555725,2.45719,0.58128,0,1,1,0,
1.28,0.69187,0.00387269,0.317077,0.0094595,0.000126709,-0.0350942,0.999339,0.795566,0.306077,0.0145863,-1.02507,-1.32891,-0.089726,0.0668418,0.0514493,-1.11875,0.00662344,0.930395,-1.4309,-0.0384548,0.459177,-1.3992,-0.0901644,1.09149,-1.11104,0.211152,-7.5616,12.0046,-0.271357,1.67126,3.91985,-0.322571,5.64499,-4.33676,-0.267614,4.92628,-8.61884,0,1,1,0,
1.3,0.707766,0.0100107,0.317268,-0.00121153,-0.0115275,-0.035433,0.999305,0.794195,0.307031,0.00495811,-1.19479,-0.875646,0.00164165,0.070313,-0.0218728,-0.965316,0.00436805,0.955225,-1.35204,-0.0416898,0.562406,-1.47184,-0.0881831,1.1789,-1.35707,0.173563,-3.66611,7.67189,-0.112769,1.24152,3.94252,-0.161753,5.16146,-3.63194,0.0990635,4.37094,-12.3018,0,1,1,0,
1.32,0.723646,0.0161121,0.317285,-0.0136658,-0.0179658,-0.0347916,0.99914,0.793921,0.301716,-0.00321897,-1.32314,-0.346265,0.0911284,0.0720336,0.0311358,-1.00017,0.00592746,0.971489,-1.27802,-0.0403395,0.648799,-1.52534,-0.0780082,1.20612,-1.58893,0.0860266,2.65043,-1.74247,0.0779705,0.813212,3.70143,0.0675158,4.31963,-2.67512,0.508746,1.3607,-11.593,1,1,1,0,
1.34,0.739528,0.0220232,0.317138,-0.0269908,-0.0198494,-0.0333082,0.998883,0.794468,0.287985,-0.0115967,-1.34061,0.0427377,0.154914,0.0739733,0.113026,-1.08979,0.0101115,0.980825,-1.2081,-0.0353867,0.719618,-1.56157,-0.0627979,1.15833,-1.76181,0.0969855,4.09449,-4.48111,0.209203,0.466766,3.49564,0.247639,3.54096,-1.81169,0.760511,-2.38935,-8.64371,1,1,1,0,
1.36,0.75543,0.0275755,0.31682,-0.0400317,-0.0185375,-0.0312334,0.998538,0.795838,0.265841,-0.0201751,-1.24776,0.293451,0.192629,0.0757769,0.188375,-1.17874,0.0152673,0.984815,-1.14003,-0.0286183,0.77834,-1.58374,-0.0464203,1.05251,-1.85292,0.09018,3.76749,-4.44765,0.257791,0.199531,3.40346,0.338424,2.93607,-1.10865,0.81888,-5.29108,-4.55535,1,1,1,0,
1.38,0.771367,0.0326007,0.316329,-0.0516351,-0.0153608,-0.0288833,0.99813,0.798031,0.235283,-0.0289542,-1.04293,0.408524,0.199295,0.0760179,0.258877,-1.26285,0.0196822,0.984705,-1.07153,-0.0221046,0.828554,-1.59477,-0.0314522,0.934464,-1.86121,0.0120518,3.52509,-4.20548,0.220742,-0.00553303,3.42522,0.325683,2.51072,-0.551411,0.748408,-5.90231,-0.414693,1,1,1,0,
1.4,0.787356,0.0369307,0.315661,-0.0606347,-0.0116185,-0.0266619,0.997736,0.801045,0.196311,-0.037934,-0.723687,0.390317,0.168474,0.0735067,0.326474,-1.33858,0.0215214,0.981468,-1.00026,-0.0182519,0.874009,-1.59738,-0.0147984,0.768107,-1.79596,-0.125559,3.37982,-3.7864,0.0919639,-0.161846,3.56329,0.192636,2.27278,-0.130203,0.832689,-8.31783,3.26227,1,1,1,0,
1.42,0.803403,0.0404124,0.314836,-0.0661262,-0.00824942,-0.0248751,0.997467,0.803219,0.151225,-0.0432508,-0.369207,0.345564,0.140595,0.0674238,0.392649,-1.40359,0.0193082,0.975519,-0.924068,-0.0189689,0.917299,-1.59326,0.00125656,0.549695,-1.65526,-0.304145,3.30875,-3.25057,-0.11066,-0.297455,3.80981,-0.0358488,2.16448,0.205819,0.802748,-10.9206,7.035,1,1,1,0,
1.44,0.819469,0.0429543,0.313981,-0.0683087,-0.00485116,-0.0231565,0.997384,0.802889,0.102326,-0.0410409,-0.0610404,0.37893,0.161081,0.0578523,0.456675,-1.4591,0.0136366,0.965843,-0.841793,-0.022915,0.955802,-1.58063,0.0139301,0.318242,-1.44734,-0.478578,3.20132,-2.77532,-0.283581,-0.483767,4.11376,-0.197303,1.92512,0.631359,0.633677,-11.5727,10.3962,1,1,1,0,
1.46,0.835502,0.04448,0.313245,-0.0676669,-0.000697514,-0.0209536,0.997488,0.800056,0.049614,-0.0313043,0.199562,0.48997,0.230492,0.0451947,0.517107,-1.50687,0.00654257,0.989995,-0.8767,-0.0276651,0.985487,-1.55695,0.0215935,0.102741,-1.20038,-0.632876,3.02157,-2.38894,-0.354702,1.20757,-1.74536,-0.237506,1.48425,1.18422,0.38317,-10.775,12.3482,1,0,1,0,
1.48,0.851454,0.0449134,0.312779,-0.0646988,0.00493958,-0.0177164,0.997735,0.794718,-0.00691101,-0.0140411,0.410657,0.679222,0.34824,0.030023,0.57238,-1.5485,-0.000853268,1.05792,-1.08729,-0.0306012,1.00221,-1.51965,0.0233073,-0.0668727,-0.969163,-0.758586,2.76368,-2.08139,-0.369792,3.39633,-10.5295,-0.146808,0.836327,1.86491,0.0856905,-8.48068,11.5607,1,0,1,0,
1.5,0.867274,0.0441782,0.312733,-0.0599279,0.0128006,-0.0129101,0.998037,0.786878,-0.0672491,0.0107489,0.568701,0.947666,0.513329,0.0131018,0.620861,-1.58548,-0.0088841,1.11049,-1.34929,-0.0291053,1.00168,-1.46589,0.0192544,-0.138486,-0.855373,-0.84606,2.42403,-1.84867,-0.401542,2.62846,-13.1001,0.0747948,-0.0265071,2.68801,-0.202643,-3.58066,5.68949,1,0,1,0,
1.52,0.882921,0.0422429,0.3132,-0.0539134,0.0230987,-0.00625422,0.998259,0.777781,-0.124664,0.0341749,0.668609,1.12923,0.664853,-0.00440741,0.661734,-1.61829,-0.018495,1.11306,-1.59121,-0.0215247,0.981804,-1.39399,0.0124786,-0.0914529,-0.908269,-0.875463,2.04368,-1.64069,-0.480545,0.12863,-12.0959,0.379034,-0.99394,3.59523,-0.338791,2.35165,-2.64483,1,0,1,1,
1.54,0.898385,0.039256,0.314032,-0.0471956,0.0338754,0.00160752,0.99831,0.768676,-0.172421,0.0473465,0.715734,1.05582,0.746105,-0.0204847,0.697666,-1.64351,-0.0306208,1.05672,-1.77353,-0.00927685,0.950312,-1.30926,0.00851909,-0.0388233,-0.964905,-0.803864,1.79656,-1.26092,-0.606291,-2.81726,-9.11576,0.61239,-1.57461,4.23636,-0.197976,2.63148,-2.8318,1,0,1,1,
1.56,0.913668,0.0354105,0.315025,-0.0402276,0.0426051,0.00987253,0.998233,0.759562,-0.210518,0.0502636,0.723649,0.724821,0.763712,-0.033175,0.732031,-1.65674,-0.043844,0.961341,-1.87574,0.005772,0.917823,-1.21949,0.00810041,0.0165128,-1.0194,-0.634517,1.71827,-0.661601,-0.661158,-4.76885,-5.11052,0.752442,-1.62444,4.48841,-0.020934,2.7668,-2.72451,1,0,1,1,
1.58,0.928768,0.0308997,0.315974,-0.0333505,0.0467318,0.0178363,0.998191,0.750441,-0.238957,0.0429263,0.707276,0.13355,0.72403,-0.040984,0.767839,-1.65346,-0.0538394,0.857795,-1.896,0.0223503,0.89577,-1.13401,0.0112779,0.0818132,-1.07969,-0.390448,1.79039,0.163758,-0.49977,-5.17732,-1.0134,0.828915,-1.10267,4.27412,0.158876,3.26502,-3.01471,1,0,1,1,
1.6,0.943685,0.0259166,0.316674,-0.026802,0.0436684,0.0248846,0.998376,0.74131,-0.257737,0.0253345,0.678856,-0.720247,0.630867,-0.0430426,0.807366,-1.62878,-0.0602799,0.691365,-1.83448,0.0398597,0.896822,-1.06425,0.0178664,0.164732,-1.15341,-0.102928,1.97633,1.23425,-0.322025,-8.3215,3.07619,0.875468,0.0526013,3.4877,0.329422,4.14594,-3.686,1,0,1,1,
1.62,0.958428,0.0206315,0.31696,-0.0206101,0.0318871,0.0305451,0.998812,0.733406,-0.270313,0.00368478,0.680467,-1.5089,0.501155,-0.0396266,0.850676,-1.57947,-0.0636346,0.492726,-1.68285,0.0581861,0.930033,-1.0189,0.0273499,0.27023,-1.24452,0.170798,2.16552,2.4656,-0.16774,-9.93192,7.58174,0.91632,1.66057,2.26753,0.474178,5.2749,-4.5554,1,0,1,1,
1.64,0.973038,0.0151224,0.316836,-0.0142494,0.0142107,0.0346794,0.999196,0.72796,-0.280139,-0.0158264,0.734852,-1.90261,0.350787,-0.0330719,0.893293,-1.51125,-0.0645548,0.3002,-1.46002,0.0765337,0.987763,-0.99956,0.0382984,0.390835,-1.34437,0.327737,2.13087,3.41094,-0.046006,-9.6263,11.1413,0.917381,2.88647,0.967203,0.547425,6.03023,-4.9928,1,0,0,1,
1.66,0.987563,0.00944429,0.316342,-0.00718912,-0.00543308,0.0371795,0.999268,0.724974,-0.287216,-0.033199,0.826065,-1.90102,0.182108,-0.0256688,0.931233,-1.43249,-0.0635944,0.137454,-1.20817,0.0911668,1.08684,-1.12953,0.0490849,0.515965,-1.44238,0.370153,1.89698,3.93786,0.0480206,-8.13732,12.5927,0.731655,4.95387,-6.49858,0.539321,6.25653,-4.90052,1,0,0,1,
1.68,1.00205,0.0036521,0.315522,0.000999381,-0.0231138,0.0379014,0.999014,0.724447,-0.291544,-0.048433,0.946607,-1.50489,-0.00234047,-0.0192081,0.962339,-1.3521,-0.0610426,0.0332581,-1.00109,0.0991806,1.18563,-1.35683,0.0578515,0.634602,-1.52908,0.323036,1.55533,4.01982,0.12759,-5.20978,10.354,0.40069,4.93931,-11.365,0.438333,5.93186,-4.33502,1,0,0,1,
1.7,1.01656,-0.00219914,0.314419,0.0107256,-0.0349208,0.0366388,0.998661,0.72638,-0.293122,-0.0615285,1.09958,-0.71604,-0.205145,-0.0152332,0.985922,-1.27947,-0.0567271,0.0417467,-0.959565,0.0979195,1.22844,-1.58706,0.0621332,0.734707,-1.5958,0.198744,1.17915,3.63147,0.215772,0.424428,2.07603,-0.0630527,2.14087,-11.5116,0.214082,5.00522,-3.33559,1,0,0,1,
1.72,1.03112,-0.00802873,0.313084,0.022212,-0.0380876,0.0332195,0.998475,0.730541,-0.288093,-0.0711109,1.22858,0.12742,-0.389573,-0.0148685,1.0025,-1.2216,-0.0515822,0.121413,-1.05151,0.0866301,1.18436,-1.76294,0.0594317,0.806553,-1.63679,0.0182362,0.828663,2.89311,0.257247,3.98332,-4.59703,-0.56447,-2.20404,-8.79359,-0.135073,3.59232,-2.04969,1,1,0,1,
1.74,1.04579,-0.0136531,0.311607,0.0347238,-0.0342871,0.0280677,0.998414,0.736702,-0.2726,-0.0758059,1.27019,0.691316,-0.514134,-0.0175903,1.01366,-1.1746,-0.046322,0.19144,-1.15657,0.070057,1.06621,-1.85752,0.0503072,0.854244,-1.65617,-0.136089,0.558186,2.3502,0.263011,3.50137,-5.25337,-0.828656,-5.90768,-4.7292,-0.456226,2.38453,-0.96889,1,1,0,1,
1.76,1.0606,-0.018863,0.310084,0.0472751,-0.0262551,0.0218454,0.998298,0.744861,-0.246642,-0.0756134,1.21851,0.980506,-0.572575,-0.0223994,1.02055,-1.13181,-0.0401961,0.253563,-1.2631,0.052349,0.923727,-1.8693,0.0367595,0.885753,-1.6598,-0.240457,0.344673,2.13972,0.306294,3.10615,-5.32642,-0.885399,-7.12411,-0.588847,-0.677382,1.57544,-0.181567,1,1,0,1,
1.78,1.0756,-0.023449,0.308615,0.0588141,-0.0166622,0.0153739,0.998011,0.755019,-0.210219,-0.0705333,1.0618,1.00092,-0.552072,-0.0281061,1.02381,-1.08682,-0.0331384,0.310939,-1.36234,0.0337544,0.767617,-1.8098,0.021514,0.909337,-1.65304,-0.285333,0.162619,2.24939,0.352881,2.86879,-4.96186,-0.929734,-7.8055,2.9748,-0.762279,1.1792,0.337723,1,1,0,1,
1.8,1.09082,-0.027202,0.307296,0.068196,-0.00810749,0.00965724,0.997592,0.767177,-0.163332,-0.0605658,0.788236,0.75794,-0.43959,-0.0331973,1.02367,-1.03339,-0.0258402,0.367779,-1.44736,0.0165327,0.552232,-1.67427,0.00793943,0.933463,-1.64099,-0.254561,-0.0069475,2.67123,0.364914,2.842,-4.25116,-0.861083,-10.7693,6.77642,-0.678726,1.2063,0.60268,1,1,0,1,
1.82,1.10629,-0.0299412,0.30622,0.0744399,-0.00244446,0.00554255,0.997207,0.779158,-0.110283,-0.046365,0.461398,0.466989,-0.301211,-0.036134,1.0198,-0.966477,-0.0192349,0.427595,-1.51384,0.00457423,0.318709,-1.47046,-0.000974399,0.964231,-1.62698,-0.146833,-0.193113,3.3458,0.330263,2.99078,-3.32373,-0.597924,-11.6762,10.1907,-0.445691,1.53842,0.700378,1,1,0,1,
1.84,1.12197,-0.0316009,0.305465,0.0775089,0.00123149,0.00271925,0.996987,0.78879,-0.0553766,-0.0285852,0.155082,0.338466,-0.214155,-0.0362433,1.02465,-0.934781,-0.0130997,0.489254,-1.56466,-0.00247998,0.095222,-1.21925,-0.0057324,0.997477,-1.60798,-0.00546746,0.242336,1.58484,0.306759,3.08294,-2.54119,-0.352711,-11.1744,12.5604,-0.2379,1.66227,0.950244,0,1,0,1,
1.86,1.13782,-0.0321439,0.305101,0.0776392,0.00447915,0.000523319,0.996971,0.796072,0.00138852,-0.0072263,-0.126817,0.369961,-0.182402,-0.0318907,1.07406,-1.07848,-0.00668458,0.549985,-1.60379,-0.0053368,-0.0936738,-0.962869,-0.00801983,1.02624,-1.57944,0.217632,2.47063,-7.18502,0.320757,3.03655,-1.95649,-0.142841,-9.44479,12.819,-0.114371,1.43793,1.42701,0,1,0,1,
1.88,1.1538,-0.031533,0.3052,0.0750895,0.00883888,-0.00173139,0.997136,0.801004,0.060012,0.0177116,-0.381851,0.560613,-0.206066,-0.023407,1.12496,-1.30948,0.00073638,0.60685,-1.63479,-0.0043478,-0.203955,-0.789921,-0.00977882,1.04328,-1.53683,0.424183,2.54477,-11.5501,0.371048,2.84325,-1.55006,0.0494498,-5.51406,8.6474,-0.0879493,0.852485,2.13048,0,1,0,1,
1.9,1.16985,-0.029731,0.305833,0.0701381,0.0158525,-0.00471011,0.9974,0.803586,0.120494,0.0462286,-0.606955,0.910826,-0.28222,-0.0114857,1.13598,-1.54565,0.00966164,0.657,-1.66114,-0.000363724,-0.175444,-0.818017,-0.0130205,1.04115,-1.47529,0.596066,0.550859,-11.8085,0.446263,2.50751,-1.31725,0.199204,1.42556,-1.4048,-0.162083,-0.106546,3.0768,0,1,1,1,
1.92,1.18593,-0.0267447,0.307028,0.0631605,0.026307,-0.0088111,0.997618,0.804038,0.176256,0.0716738,-0.779205,1.18655,-0.359051,0.00335805,1.08849,-1.74116,0.0198863,0.69884,-1.68476,0.00384849,-0.118084,-0.887772,-0.0189992,1.01536,-1.39142,0.742189,-2.37438,-9.77556,0.511232,2.092,-1.18122,0.210611,2.86798,-3.48773,-0.298935,-1.28962,4.19385,0,1,1,1,
1.94,1.202,-0.0227561,0.308635,0.0548029,0.0379143,-0.0135693,0.997685,0.802581,0.22072,0.0873965,-0.883343,1.15217,-0.392697,0.0193726,0.991702,-1.86816,0.0295397,0.735155,-1.70143,0.00685286,-0.0677227,-0.943822,-0.0267273,0.974497,-1.29054,0.800725,-4.83929,-6.35008,0.482668,1.81576,-0.833416,0.150218,2.51808,-2.80252,-0.386407,-2.04323,5.04372,0,1,1,1,
1.96,1.21802,-0.0179912,0.310459,0.0457295,0.0475971,-0.0184131,0.997649,0.799215,0.253886,0.0933966,-0.928882,0.805855,-0.393205,0.0323422,0.884825,-1.91788,0.0367332,0.769513,-1.70542,0.00797109,-0.0153524,-0.996497,-0.0351575,0.930817,-1.18103,0.648484,-5.34387,-2.48594,0.359678,1.71792,-0.199409,0.0559115,2.61852,-2.63377,-0.421506,-2.18398,5.47581,0,1,1,1,
1.98,1.23395,-0.012676,0.312306,0.036529,0.0522537,-0.0229219,0.997702,0.793939,0.275754,0.0896742,-0.92699,0.145451,-0.370956,0.0417349,0.73057,-1.89066,0.0401571,0.804939,-1.69093,0.0067791,0.0479995,-1.05528,-0.0440044,0.897479,-1.07325,0.469635,-7.71274,1.36138,0.171193,1.7713,0.724583,-0.0595998,3.16759,-2.9391,-0.442345,-1.66689,5.38884,0,1,1,1,
2,1.24976,-0.00703641,0.313982,0.0277122,0.048756,-0.0268167,0.998066,0.786753,0.286324,0.0762293,-0.887191,-0.831097,-0.33244,0.0489994,0.527611,-1.77395,0.0391795,0.84349,-1.6518,0.00300473,0.131726,-1.12928,-0.0537688,0.889336,-0.980872,0.363225,-10.1479,5.83515,-0.0488801,1.92752,1.95642,-0.188718,4.18635,-3.70013,-0.48822,-0.407172,4.61883,0,1,1,1,
2.02,1.26542,-0.00126796,0.315325,0.0195671,0.0352426,-0.0299692,0.998738,0.779807,0.290158,0.0581496,-0.854297,-1.73445,-0.285543,0.0529745,0.32656,-1.57192,0.0342242,0.884661,-1.58399,-0.00334095,0.24199,-1.22331,-0.0654598,0.917433,-0.915434,0.198753,-10.0525,10.1016,-0.247765,2.05855,3.39048,-0.317284,5.51316,-4.70118,-0.58455,1.40487,3.27189,0,1,1,1,
2.04,1.28097,0.00455543,0.316311,0.0117264,0.0150263,-0.032477,0.999291,0.775249,0.291819,0.0405231,-0.858885,-2.17355,-0.233677,0.0543759,0.155377,-1.31848,0.0274697,0.923208,-1.49433,-0.0113153,0.370274,-1.32738,-0.0769887,1.0028,-0.979534,0.0700689,-8.55918,12.6721,-0.337726,1.92735,4.48295,-0.398715,6.41421,-5.20377,-0.576445,4.26834,-3.205,0,1,1,0,
2.06,1.29645,0.0103903,0.316949,0.00375356,-0.00726355,-0.0343894,0.999375,0.773079,0.291305,0.0233496,-0.889511,-2.14801,-0.175706,0.054231,0.0341617,-1.07181,0.0207242,0.954936,-1.39298,-0.0198822,0.504285,-1.42913,-0.0854964,1.13101,-1.20645,-0.00724434,-6.06075,12.3335,-0.337271,1.58644,5.06727,-0.428347,6.70058,-5.08767,-0.425384,6.41026,-11.3457,0,1,1,0,
2.08,1.31191,0.0161931,0.317248,-0.00471517,-0.0269849,-0.0356766,0.998988,0.773296,0.288618,0.00662925,-0.940105,-1.65779,-0.112185,0.0528844,0.00367618,-0.933947,0.0151955,0.978019,-1.29104,-0.0278989,0.631031,-1.51741,-0.089432,1.22986,-1.46988,-0.0673303,-1.52428,6.89304,-0.276436,1.15412,5.09725,-0.400837,6.33727,-4.41369,-0.196784,4.94274,-13.1716,0,1,1,0,
2.1,1.3274,0.0219205,0.317217,-0.0140251,-0.0395052,-0.0362207,0.998464,0.775902,0.283757,-0.00963802,-1.01073,-0.703092,-0.0400004,0.0506952,0.0837261,-0.974837,0.0118845,0.992504,-1.20079,-0.0336946,0.736076,-1.58189,-0.086265,1.25075,-1.69591,-0.10946,4.0025,-2.04446,-0.16555,0.724275,4.51246,-0.289785,5.25228,-3.224,0.15835,1.04472,-11.3015,1,1,1,0,
2.12,1.34295,0.0275016,0.316881,-0.0243493,-0.0415446,-0.0358306,0.998197,0.779768,0.272621,-0.0230343,-1.05806,0.312956,0.035223,0.0503441,0.164065,-1.05891,0.0114908,0.999894,-1.13213,-0.0353215,0.807483,-1.61569,-0.074929,1.17536,-1.84144,-0.0175562,4.01693,-4.20379,-0.0196874,0.3695,3.43284,-0.0813438,3.57034,-1.69031,0.566801,-3.76981,-7.27661,1,1,1,0,
2.14,1.35859,0.0327562,0.316331,-0.0350737,-0.0351603,-0.0345231,0.998169,0.78377,0.251109,-0.0311417,-1.0368,0.988152,0.100885,0.0506632,0.234511,-1.16067,0.0133317,1.00232,-1.08056,-0.0328344,0.849632,-1.62372,-0.058974,1.03827,-1.89245,0.0159585,3.52231,-5.0879,0.0920467,0.121246,2.57881,0.124356,2.10743,-0.401303,0.797751,-6.85424,-2.55058,1,1,1,0,
2.16,1.3743,0.0374768,0.315671,-0.0453833,-0.0237256,-0.0324835,0.998159,0.787907,0.219221,-0.0339602,-0.944588,1.32387,0.147747,0.0503945,0.296468,-1.26585,0.0164094,1.001,-1.03727,-0.0273634,0.871848,-1.6132,-0.0408326,0.887444,-1.85863,-0.0134355,3.09785,-5.25896,0.153883,-0.065994,2.16451,0.273548,1.11084,0.526017,0.907072,-7.54147,1.69145,1,1,1,0,
2.18,1.39011,0.0414559,0.315008,-0.0544318,-0.0105935,-0.0300808,0.998008,0.792179,0.176957,-0.0314898,-0.776081,1.32165,0.161241,0.0488849,0.352981,-1.36351,0.0196674,0.996395,-0.993095,-0.0206889,0.884164,-1.59106,-0.0168202,0.673126,-1.74715,-0.0754799,2.82565,-4.88295,0.162902,-0.230205,2.20854,0.333726,0.615798,1.10707,1.20062,-10.7159,5.57378,1,1,1,0,
2.2,1.40599,0.0444859,0.314447,-0.0613345,0.00090668,-0.0278786,0.997727,0.796586,0.124317,-0.0237305,-0.526419,0.98279,0.127992,0.0461037,0.408391,-1.44488,0.0218958,0.988336,-0.938378,-0.0151572,0.897138,-1.56424,0.00727228,0.426379,-1.56126,-0.139059,2.77049,-4.06877,0.11142,-0.40294,2.73583,0.276585,0.64866,1.34099,1.20462,-12.3374,9.29443,1,1,1,0,
2.22,1.42196,0.0463959,0.314072,-0.0653567,0.00829202,-0.0263589,0.997479,0.799858,0.0667882,-0.0138885,-0.239195,0.560184,0.0919067,0.0422908,0.466415,-1.50439,0.0219504,0.979225,-0.875743,-0.0128508,0.918876,-1.53799,0.0268381,0.186623,-1.32106,-0.190649,2.9012,-2.97526,0.00272857,-0.455557,3.13177,0.115319,1.08694,1.31243,0.978291,-11.9878,12.0103,1,0,1,0,
2.24,1.43797,0.0471614,0.313883,-0.0664685,0.0123815,-0.0251393,0.997395,0.800722,0.0098597,-0.00517007,0.0381902,0.305683,0.108349,0.037026,0.526064,-1.5455,0.0195291,1.0184,-0.969702,-0.0131793,0.94606,-1.5102,0.0401853,-0.0209872,-1.06155,-0.263239,2.98245,-2.05569,-0.121062,1.95856,-4.69796,-0.0164221,1.35916,1.38932,0.66736,-10.3805,12.9754,1,0,1,0,
2.26,1.45397,0.0467943,0.313858,-0.0648305,0.0148093,-0.02355,0.997508,0.79918,-0.0464689,0.00242478,0.304357,0.219429,0.182478,0.0296014,0.584669,-1.57323,0.0145511,1.08363,-1.18879,-0.0145496,0.972272,-1.47687,0.0460465,-0.161603,-0.853232,-0.371228,2.93027,-1.38649,-0.248901,3.26154,-10.9545,-0.0685136,1.31064,1.66662,0.293059,-7.0308,10.4157,1,0,1,0,
2.28,1.46992,0.0453066,0.313973,-0.0606125,0.0172154,-0.0208906,0.997794,0.795232,-0.102198,0.00889607,0.557741,0.302815,0.315338,0.019407,0.639499,-1.59229,0.00704128,1.12582,-1.43386,-0.0150522,0.990791,-1.43387,0.0434994,-0.170376,-0.822558,-0.509724,2.74151,-0.952895,-0.375491,2.10969,-12.2533,-0.0251338,0.925938,2.15032,-0.127354,-0.438652,1.53367,1,0,1,0,
2.3,1.48577,0.0427104,0.314206,-0.0540041,0.0212629,-0.0164769,0.998178,0.788877,-0.157327,0.0142438,0.794395,0.55831,0.504533,0.00607428,0.688113,-1.60741,-0.00359402,1.11852,-1.65022,-0.0126262,0.9945,-1.37669,0.0363249,-0.0937832,-0.91425,-0.666634,2.4307,-0.756189,-0.531765,-0.365234,-10.8179,0.1213,0.18546,2.85859,-0.358726,3.82965,-4.58458,1,0,1,1,
2.32,1.50147,0.0390479,0.314524,-0.0453546,0.0279435,-0.00997692,0.99853,0.781753,-0.207312,0.0168398,0.9689,0.772634,0.668422,-0.00991551,0.729366,-1.62173,-0.0182991,1.05847,-1.80858,-0.00591609,0.978823,-1.30214,0.0294278,-0.0269454,-0.990245,-0.79949,2.06265,-0.715763,-0.735256,-3.0023,-7.91809,0.335507,-0.783852,3.72749,-0.344853,3.34189,-3.79974,1,0,1,1,
2.34,1.51704,0.0344825,0.314851,-0.0354844,0.0354285,-0.00226373,0.998739,0.775498,-0.247612,0.015056,1.04763,0.727661,0.733214,-0.0257918,0.765857,-1.63151,-0.0352847,0.970905,-1.89314,0.00400634,0.951149,-1.21489,0.0242897,0.0355754,-1.05705,-0.793813,1.82452,-0.488782,-0.849278,-4.37828,-4.22827,0.496122,-1.38373,4.36257,-0.256904,3.12604,-3.34008,1,0,1,1,
2.36,1.5325,0.029208,0.315097,-0.0252464,0.0411332,0.00559403,0.998819,0.770112,-0.278224,0.00889222,1.04464,0.417897,0.708143,-0.0386795,0.800705,-1.6312,-0.0507179,0.858109,-1.90477,0.0157592,0.922408,-1.12244,0.0220558,0.100581,-1.12169,-0.644387,1.74241,0.01514,-0.771661,-5.63979,-0.581165,0.587642,-1.43701,4.62274,-0.111696,3.25027,-3.23201,1,0,1,1,
2.38,1.54785,0.0234181,0.315177,-0.0153818,0.0424084,0.0126641,0.998902,0.765595,-0.29915,-0.0016514,0.974096,-0.162424,0.601504,-0.0463286,0.83647,-1.61507,-0.0647799,0.675901,-1.84015,0.0285416,0.904551,-1.0341,0.0234506,0.175063,-1.19075,-0.382456,1.78828,0.806816,-0.703099,-9.11042,3.23113,0.639121,-0.892854,4.41688,0.0697381,3.72411,-3.45338,1,0,1,1,
2.4,1.56313,0.0173066,0.315002,-0.00655059,0.036544,0.0181265,0.999146,0.761947,-0.31039,-0.0165749,0.844263,-1.0179,0.416128,-0.0472085,0.874854,-1.57689,-0.0750119,0.472115,-1.69404,0.0421974,0.911045,-0.961707,0.0289178,0.266591,-1.27072,-0.0439909,1.91919,1.90903,-0.511602,-10.1893,7.30536,0.682787,0.324692,3.61961,0.273361,4.57639,-3.99845,1,0,1,1,
