time,base_x,base_y,base_z,base_quat_x,base_quat_y,base_quat_z,base_quat_w,base_lin_x,base_lin_y,base_lin_z,base_ang_x,base_ang_y,base_ang_z,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,contact_LF,contact_RF,contact_LH,contact_RH
0.2,0.0220534,-0.0183931,0.331775,0.0260755,0.0444486,-0.0102657,0.998619,0.186534,-0.133974,0.167112,0.434904,-0.66018,0.407546,0.0253578,0.688725,-1.40319,0.00689609,0.730289,-1.51829,0.0079396,0.611434,-1.52298,-0.0187902,0.598976,-1.25884,-0.229493,-0.428811,1.67293,-0.214103,0.170231,1.1291,0.452496,0.237003,-8.23649,0.172985,0.189719,0.953571,1,1,0,1,
0.22,0.0259121,-0.0210179,0.334894,0.0306676,0.0321367,-0.00486211,0.999001,0.199935,-0.126955,0.144514,0.500255,-1.75365,0.550508,0.0163759,0.687415,-1.33996,-0.00171316,0.744798,-1.46555,0.0199467,0.609921,-1.68675,-0.0144763,0.64861,-1.27959,-0.449094,-0.0654952,3.16138,-0.430462,0.725421,2.63715,0.600356,-0.0756486,-8.18863,0.215696,2.4817,-1.03757,1,1,0,1,
0.24,0.030075,-0.0234094,0.337544,0.0357673,0.0115068,0.00176213,0.999292,0.216966,-0.110647,0.120254,0.533172,-2.33004,0.596282,0.00493113,0.689993,-1.25392,-0.0126942,0.765033,-1.3902,0.0305487,0.59565,-1.78577,-0.00933342,0.731626,-1.3275,-0.572238,0.128925,4.3022,-0.54905,1.01174,3.7673,0.530099,-0.713522,-4.95122,0.257143,4.1508,-2.39556,1,1,0,1,
0.26,0.0346149,-0.0253819,0.339693,0.0409178,-0.0123197,0.00842242,0.999051,0.237629,-0.0850488,0.0943304,0.511222,-2.39217,0.533169,-0.00662813,0.693202,-1.15701,-0.023741,0.78542,-1.30459,0.0321978,0.578399,-1.7819,-0.00379591,0.829249,-1.38461,-0.577963,0.160412,4.84556,-0.55234,1.01934,4.28035,0.0824549,-0.86257,0.193628,0.276876,4.88117,-2.85569,1,1,0,1,
0.28,0.0396044,-0.0267494,0.341307,0.0454574,-0.0342505,0.0137745,0.998284,0.261924,-0.0501601,0.0667435,0.412481,-1.94312,0.348014,-0.0162855,0.696103,-1.06411,-0.0329452,0.802858,-1.22323,0.0204722,0.495537,-1.64937,0.000897529,0.922256,-1.43496,-0.48287,0.145048,4.64468,-0.46021,0.87191,4.06796,-0.586282,-4.14307,6.62668,0.234672,4.65035,-2.51766,0,1,0,1,
0.3,0.0451161,-0.0273263,0.342352,0.0485706,-0.0492368,0.0163533,0.997471,0.289849,-0.00598113,0.0374935,0.226679,-0.984344,0.032286,-0.0224514,0.717152,-1.06276,-0.0387629,0.816826,-1.16343,0.00248099,0.370791,-1.42865,0.0023454,0.990712,-1.46494,-0.308295,1.05249,0.067522,-0.290888,0.698406,2.99037,-0.899559,-6.23731,11.0359,0.0723936,3.42281,-1.49867,0,1,0,1,
0.32,0.0512033,-0.0269662,0.342807,0.049553,-0.053615,0.0150313,0.997218,0.318513,0.0415755,0.00834829,0.00160424,0.0724556,-0.316787,-0.0240914,0.759506,-1.19531,-0.0402565,0.828599,-1.13978,-0.0129496,0.234218,-1.17753,-0.00201836,1.01922,-1.46576,-0.0819959,2.11771,-6.6274,-0.0746765,0.588631,1.18241,-0.77153,-6.82868,12.5559,-0.218188,1.42535,-0.0410743,0,1,0,1,
0.34,0.0578422,-0.0256802,0.342698,0.0483226,-0.0491321,0.0102526,0.99757,0.345023,0.0865975,-0.0189239,-0.209045,0.817659,-0.593066,-0.0205448,0.791744,-1.38482,-0.037945,0.839769,-1.14745,-0.0209041,0.144569,-1.00883,-0.0116262,1.01345,-1.4424,0.177325,1.61188,-9.47564,0.115571,0.558547,-0.383542,-0.397722,-4.48245,8.4349,-0.480391,-0.288576,1.16805,0,1,0,1,
0.36,0.0649898,-0.0235192,0.342063,0.0450178,-0.0388454,0.00292998,0.998226,0.369379,0.129085,-0.0443232,-0.403204,1.25414,-0.788104,-0.0109661,0.792991,-1.57176,-0.0325918,0.850711,-1.17511,-0.0222527,0.148985,-1.01265,-0.0243867,0.984647,-1.40209,0.47894,0.0623586,-9.3467,0.267664,0.547094,-1.38287,-0.0674341,0.220839,-0.190955,-0.638026,-1.44005,2.01555,0,1,1,1,
0.38,0.072603,-0.0205337,0.340938,0.0397653,-0.0257909,-0.00597294,0.998858,0.391581,0.169037,-0.0678495,-0.589611,1.38348,-0.898217,0.00489838,0.759676,-1.72087,-0.0248957,0.861428,-1.21114,-0.0225277,0.15872,-1.03111,-0.0380332,0.944174,-1.35171,0.793222,-1.66574,-7.4555,0.384804,0.535816,-1.80188,-0.0137488,0.486709,-0.922942,-0.682327,-2.02364,2.51901,0,1,1,1,
0.4,0.0806387,-0.0167746,0.339361,0.0326026,-0.013007,-0.0154983,0.999264,0.41163,0.206455,-0.0895028,-0.783592,1.20641,-0.924772,0.0252888,0.705587,-1.81184,-0.0155093,0.872262,-1.24471,-0.0219731,0.173965,-1.05793,-0.0506524,0.903443,-1.29867,1.01952,-2.70446,-4.54846,0.469318,0.541702,-1.6783,0.0277321,0.762256,-1.34085,-0.630957,-2.03658,2.65182,0,1,1,1,
0.42,0.0890629,-0.0123099,0.337384,0.0235684,-0.00301595,-0.0248162,0.99941,0.43088,0.238712,-0.107168,-0.959218,0.882019,-0.885451,0.0456044,0.645977,-1.83087,-0.00514515,0.883826,-1.26741,-0.0205605,0.201179,-1.09855,-0.0611341,0.872019,-1.24986,1.01578,-2.98049,-0.951507,0.518208,0.578195,-1.13489,0.0706263,1.36072,-2.03129,-0.524085,-1.57116,2.44077,0,1,1,1,
0.44,0.0978776,-0.00727801,0.335115,0.0131345,0.00375892,-0.0334138,0.999348,0.450685,0.263181,-0.118731,-1.07857,0.566151,-0.799063,0.0634509,0.546792,-1.76651,0.0050325,0.896201,-1.27748,-0.0189777,0.23996,-1.15068,-0.0697264,0.851662,-1.20658,0.892322,-4.95925,3.21811,0.508883,0.61878,-0.503511,0.0791423,1.93905,-2.60622,-0.429618,-1.01785,2.16366,0,1,1,1,
0.46,0.107094,-0.00183459,0.332676,0.00188918,0.00738348,-0.0408888,0.999135,0.471047,0.279863,-0.12419,-1.14092,0.254165,-0.670453,0.079397,0.425676,-1.63814,0.0138639,0.909121,-1.27449,-0.0179882,0.288537,-1.21057,-0.0769357,0.842349,-1.16875,0.797305,-6.05583,6.41835,0.441568,0.646007,0.149291,0.0494746,2.42887,-2.99461,-0.360461,-0.465668,1.89152,0,1,1,1,
0.48,0.116723,0.00386458,0.330188,-0.00957105,0.00787994,-0.0468667,0.998824,0.491964,0.288757,-0.123546,-1.14439,-0.0582612,-0.501672,0.0929421,0.304577,-1.47122,0.0203475,0.922113,-1.25769,-0.0182157,0.345603,-1.27517,-0.0829755,0.845767,-1.14492,0.677255,-6.05495,8.34591,0.32418,0.649581,0.839998,-0.0113754,2.85328,-3.23009,-0.301994,0.170901,1.19184,0,1,1,0,
0.5,0.126776,0.00966377,0.327775,-0.0206255,0.00523206,-0.0509772,0.998473,0.513438,0.289864,-0.1168,-1.08584,-0.374555,-0.292079,0.102352,0.202937,-1.2985,0.0236367,0.934498,-1.22593,-0.0201394,0.410292,-1.34207,-0.0855457,0.876902,-1.23109,0.470493,-5.08199,8.6359,0.164463,0.619264,1.58786,-0.0961834,3.23445,-3.34473,-0.128507,1.55676,-4.30866,0,1,1,0,
0.52,0.137262,0.0154135,0.325522,-0.0307351,-0.000356454,-0.0529769,0.998123,0.535151,0.284121,-0.10913,-0.99342,-0.621538,-0.0834816,0.105735,0.144975,-1.16791,0.0233299,0.945399,-1.17859,-0.0239411,0.481623,-1.40914,-0.0851669,0.916483,-1.39865,0.169163,-2.89813,6.52983,-0.0153396,0.54502,2.36712,-0.190088,3.56654,-3.35378,0.0189398,1.97901,-8.37804,0,1,1,0,
0.54,0.148182,0.0209892,0.323381,-0.0398012,-0.00769272,-0.0531514,0.997763,0.556787,0.272465,-0.105717,-0.895715,-0.723108,0.0831047,0.103001,0.163586,-1.14651,0.0202642,0.953979,-1.1187,-0.0291218,0.556809,-1.47375,-0.0829116,0.931589,-1.58046,-0.136698,0.930551,1.06968,-0.153288,0.429008,2.99468,-0.259033,3.75933,-3.23035,0.112765,0.755344,-9.09033,1,1,1,0,
0.56,0.159533,0.0262727,0.321265,-0.0478315,-0.0153126,-0.0518716,0.99739,0.578345,0.254897,-0.106561,-0.792225,-0.677419,0.210317,0.0953818,0.228739,-1.19575,0.0154464,0.959694,-1.05035,-0.0350041,0.632373,-1.53313,-0.0794223,0.903193,-1.73069,-0.380974,3.25765,-2.46205,-0.240888,0.285782,3.41727,-0.294112,3.77816,-2.96896,0.174466,-1.41981,-7.51165,1,1,1,0,
0.58,0.171315,0.0311457,0.31909,-0.0548506,-0.0217307,-0.0494643,0.997032,0.599827,0.231417,-0.111661,-0.68547,-0.482874,0.299557,0.0851659,0.292394,-1.24503,0.00976682,0.962419,-0.978014,-0.0408291,0.704471,-1.58455,-0.0748681,0.834807,-1.82352,-0.510794,3.18279,-2.46386,-0.28398,0.136219,3.61692,-0.29125,3.60491,-2.57105,0.227708,-3.41933,-4.64135,1,1,1,0,
0.6,0.183526,0.0354899,0.31677,-0.0609196,-0.0254455,-0.0462237,0.996747,0.621231,0.202024,-0.121019,-0.579673,-0.13821,0.351354,0.0736343,0.353731,-1.29879,0.00405208,0.962567,-0.906826,-0.0457122,0.768814,-1.62527,-0.0687472,0.753532,-1.85144,-0.576579,3.06683,-2.68802,-0.285737,0.0073864,3.55941,-0.244156,3.21714,-2.03619,0.306044,-4.06376,-1.39597,1,1,1,0,
0.62,0.196157,0.0391869,0.314278,-0.0660899,-0.0253284,-0.0423716,0.996592,0.641516,0.16668,-0.126083,-0.469852,0.242662,0.387719,0.0615852,0.41193,-1.3597,-0.00100113,0.960787,-0.841075,-0.048739,0.821637,-1.65302,-0.0559524,0.654109,-1.80948,-0.602454,2.90994,-3.04524,-0.252661,-0.0889729,3.28754,-0.15134,2.64117,-1.38737,0.639744,-4.97112,2.09761,1,1,1,0,
0.64,0.209172,0.0421172,0.311813,-0.0702344,-0.0217799,-0.0379336,0.996571,0.65964,0.125348,-0.118305,-0.346963,0.545584,0.428722,0.0489733,0.466651,-1.42434,-0.00510785,0.956298,-0.778043,-0.0493345,0.862846,-1.66742,-0.0335892,0.498422,-1.68966,-0.630594,2.73608,-3.23213,-0.205336,-0.224435,3.15162,-0.0297742,2.06044,-0.719917,1.11816,-7.78437,5.99134,1,1,1,0,
0.66,0.222528,0.0441609,0.309631,-0.0731698,-0.0155773,-0.0329177,0.996654,0.675604,0.0780269,-0.0976846,-0.209372,0.771208,0.471225,0.0358103,0.517789,-1.48822,-0.00804407,0.947412,-0.712508,-0.047123,0.89321,-1.66844,-0.00934988,0.318405,-1.50689,-0.65815,2.55688,-3.19412,-0.146811,-0.444315,3.27673,0.110576,1.51821,-0.05126,1.21196,-9.00083,9.13853,1,1,1,0,
0.68,0.236182,0.0451984,0.307991,-0.0747024,-0.00748965,-0.0273671,0.996802,0.689407,0.0247169,-0.0642219,-0.0552297,0.9203,0.511957,0.0223894,0.565318,-1.54728,-0.00921633,0.958622,-0.712921,-0.0419202,0.913372,-1.65591,0.011277,0.139462,-1.28588,-0.671046,2.37646,-2.95278,-0.0586134,0.560483,-0.0206617,0.260136,1.00807,0.626855,1.03134,-8.94716,11.0501,1,0,1,0,
0.7,0.25009,0.0451097,0.307148,-0.0746278,0.00172282,-0.0213581,0.996981,0.70105,-0.0345819,-0.0179168,0.117452,0.993755,0.547914,0.00925094,0.609181,-1.59774,-0.00881032,1.04103,-0.939612,-0.0337886,0.923831,-1.62943,0.0255826,-0.0136851,-1.06691,-0.656924,2.19313,-2.52323,0.0203007,4.12025,-11.3345,0.406584,0.522979,1.32363,0.715283,-7.65735,10.9484,1,0,1,0,
0.72,0.264207,0.0438202,0.307267,-0.0728041,0.011248,-0.0150081,0.99717,0.710213,-0.093112,0.0272517,0.288107,0.974332,0.573303,-0.00291678,0.649471,-1.63652,-0.00924226,1.11854,-1.23525,-0.0231535,0.925567,-1.58929,0.0328293,-0.102328,-0.921589,-0.608386,2.01449,-1.93921,-0.0215972,3.87542,-14.7818,0.531753,0.0868142,2.00726,0.362335,-4.43213,7.26627,1,0,1,0,
0.74,0.27848,0.0414354,0.308137,-0.0693707,0.0200351,-0.00850763,0.997353,0.716581,-0.144116,0.0573044,0.437402,0.843787,0.585415,-0.0135149,0.687408,-1.66263,-0.0120976,1.14738,-1.50991,-0.0109803,0.922098,-1.53904,0.0339303,-0.0794869,-0.935618,-0.529908,1.89686,-1.30545,-0.142764,1.44244,-13.7329,0.608659,-0.173452,2.51244,0.0550458,1.14204,-0.701435,1,0,1,1,
0.76,0.292852,0.0381057,0.309458,-0.0645151,0.0269686,-0.00203975,0.99755,0.720153,-0.187593,0.0722413,0.569634,0.601558,0.587324,-0.0221724,0.724361,-1.67548,-0.0176991,1.1123,-1.72237,0.00176633,0.917964,-1.48329,0.0346822,-0.0237292,-0.992737,-0.43287,1.84765,-0.642239,-0.280078,-1.75439,-10.6229,0.637333,-0.206742,2.7877,0.0375966,2.78788,-2.85596,1,0,1,1,
0.78,0.307267,0.0339818,0.310926,-0.058394,0.0309272,0.00425547,0.997805,0.720928,-0.223545,0.0720626,0.689489,0.247057,0.5831,-0.0287956,0.761489,-1.67435,-0.0247404,1.02427,-1.85,0.0143776,0.91818,-1.427,0.036396,0.0384773,-1.05244,-0.331164,1.85642,0.0565633,-0.352062,-4.40143,-6.38162,0.630564,0.010842,2.81442,0.0856909,3.11033,-2.98525,1,0,1,1,
0.8,0.32167,0.0292141,0.31224,-0.0511303,0.0307814,0.0102938,0.998164,0.718907,-0.25197,0.0567681,0.801798,-0.220279,0.577373,-0.0335805,0.799705,-1.65841,-0.0302914,0.924207,-1.88839,0.0264848,0.928265,-1.37562,0.0388076,0.110982,-1.11942,-0.239246,1.91082,0.797103,-0.277554,-5.00305,-1.91968,0.605358,0.504217,2.56892,0.12058,3.62524,-3.34883,1,0,1,1,
0.82,0.336018,0.023946,0.313157,-0.0428028,0.025842,0.0159982,0.998621,0.716098,-0.273948,0.0354495,0.911044,-0.667241,0.551704,-0.0369295,0.839127,-1.62735,-0.0339183,0.77368,-1.84626,0.0380227,0.952323,-1.33329,0.0416995,0.196332,-1.19634,-0.167447,1.97106,1.55269,-0.181344,-7.52635,2.10652,0.576894,1.20293,2.11658,0.144595,4.26751,-3.84601,1,0,1,1,
0.84,0.350322,0.018292,0.313678,-0.0334509,0.0172026,0.0211015,0.999069,0.71451,-0.290558,0.0171988,1.01361,-0.961281,0.483982,-0.0392047,0.877785,-1.58343,-0.038587,0.568999,-1.71829,0.0487587,0.987152,-1.29736,0.0448433,0.291259,-1.27894,-0.113762,1.93294,2.19599,-0.233435,-10.234,6.39871,0.536803,1.74145,1.79658,0.157189,4.74632,-4.12996,1,0,1,1,
0.86,0.364607,0.0123595,0.313865,-0.0231629,0.00638722,0.0252476,0.999392,0.714141,-0.301799,0.00201575,1.10182,-1.10431,0.372376,-0.0406909,0.913688,-1.52954,-0.0449522,0.353579,-1.5141,0.0581224,1.02757,-1.2633,0.047925,0.391243,-1.36192,-0.0743105,1.79514,2.69482,-0.318257,-10.771,10.2091,0.468186,2.02076,1.70262,0.154087,4.9992,-4.14891,1,0,1,1,
0.88,0.378896,0.00625582,0.313779,-0.0120963,-0.00510296,0.0280272,0.999521,0.714992,-0.307673,-0.0100995,1.1691,-1.09856,0.213816,-0.0415909,0.945454,-1.46854,-0.0516346,0.158548,-1.26756,0.0637278,1.07654,-1.29979,0.0504645,0.491855,-1.44062,-0.0449998,1.58828,3.04988,-0.334124,-9.75158,12.3273,0.280268,2.4488,-1.82416,0.126975,5.03061,-3.93528,1,0,0,1,
0.9,0.393215,8.83644e-05,0.313482,-0.00046361,-0.0157943,0.0289683,0.999455,0.717063,-0.308178,-0.0191471,1.21168,-0.946264,0.00432026,-0.0420602,0.97225,-1.40325,-0.0562374,0.0133991,-1.04038,0.0634715,1.12552,-1.43998,0.0516878,0.588529,-1.51087,-0.0234613,1.33981,3.26436,-0.23014,-7.25743,11.359,-0.0128149,2.44899,-7.00962,0.0611662,4.83372,-3.51236,1,0,0,1,
0.92,0.407591,-0.00603015,0.313021,0.0114492,-0.0244952,0.0277289,0.99925,0.720901,-0.302509,-0.0269907,1.21629,-0.725121,-0.201355,-0.0423032,0.993783,-1.33597,-0.0564244,-0.0308419,-0.939175,0.0576522,1.14175,-1.61369,0.0506968,0.67737,-1.56959,-0.0121523,1.07666,3.36386,-0.00935013,-2.21205,5.06023,-0.290963,0.811209,-8.68574,-0.0495516,4.44203,-2.93595,1,0,0,1,
0.94,0.422066,-0.0119655,0.312398,0.0231808,-0.0310268,0.0247101,0.998944,0.727053,-0.289859,-0.0354941,1.17285,-0.509937,-0.347174,-0.0425874,1.01044,-1.2674,-0.0519852,0.0429688,-1.00901,0.0490934,1.10252,-1.76607,0.0475421,0.758107,-1.61689,-0.0142091,0.832655,3.4289,0.22196,3.69053,-3.49194,-0.427939,-1.96139,-7.61897,-0.157737,4.03687,-2.3653,1,1,0,1,
0.96,0.436688,-0.0175779,0.311597,0.0342655,-0.0354312,0.0204937,0.998574,0.73552,-0.270227,-0.0446574,1.08458,-0.297788,-0.43472,-0.0430329,1.02272,-1.19795,-0.0453245,0.120682,-1.08955,0.0407285,1.00862,-1.86271,0.042689,0.831123,-1.65336,-0.0222738,0.613977,3.47201,0.333037,3.88564,-4.02668,-0.418248,-4.69483,-4.83187,-0.242654,3.65078,-1.82331,1,1,0,1,
0.98,0.451502,-0.022728,0.310607,0.0442714,-0.0377106,0.0156557,0.998185,0.7463,-0.243613,-0.0544804,0.953357,-0.0854397,-0.464286,-0.0435787,1.03113,-1.12832,-0.0373056,0.194178,-1.16828,0.0338722,0.891326,-1.89257,0.0367968,0.896487,-1.67925,-0.0272922,0.420947,3.48198,0.400945,3.6748,-3.93677,-0.342816,-5.86482,-1.49289,-0.294607,3.26819,-1.29472,1,1,0,1,
1,0.466555,-0.0272759,0.309414,0.0527847,-0.0378282,0.0107767,0.997831,0.759395,-0.210019,-0.0649633,0.77979,0.130044,-0.434876,-0.0439777,1.03625,-1.05942,-0.0285655,0.264266,-1.24542,0.0272935,0.780582,-1.86208,0.030763,0.954005,-1.6946,-0.0199479,0.255684,3.44468,0.437007,3.50443,-3.85668,-0.328932,-5.53719,1.52453,-0.301694,2.87589,-0.767369,1,1,0,1,
1.02,0.481882,-0.0310863,0.308045,0.0594602,-0.0357153,0.00631513,0.997572,0.772993,-0.170052,-0.0699929,0.584596,0.352984,-0.384443,-0.0439048,1.03842,-0.992011,-0.0195524,0.331419,-1.32088,0.0192623,0.610026,-1.75594,0.0254108,1.00298,-1.69895,0.00364463,0.10871,3.37055,0.450651,3.35765,-3.77292,-0.401561,-8.52782,5.30697,-0.267605,2.44885,-0.217655,1,1,0,1,
1.04,0.497467,-0.0340396,0.306691,0.0642089,-0.0312903,0.00220641,0.997443,0.785285,-0.124322,-0.0634558,0.388204,0.585532,-0.350424,-0.0434319,1.03693,-0.924803,-0.0102161,0.3952,-1.39359,0.0116176,0.401972,-1.57615,0.0203241,1.0414,-1.69069,0.0236448,-0.0745489,3.36039,0.466816,3.18904,-3.63596,-0.382236,-10.4027,8.98929,-0.254337,1.92083,0.413369,1,1,0,1,
1.06,0.513284,-0.0360207,0.305584,0.0669997,-0.0244774,-0.00172351,0.997451,0.79627,-0.0728291,-0.0453522,0.190011,0.826988,-0.329903,-0.0426038,1.03426,-0.868741,-0.000552912,0.454948,-1.46228,0.00587347,0.187637,-1.34121,0.0147634,1.06683,-1.6679,0.041406,-0.133532,2.8031,0.48316,2.9874,-3.43415,-0.287207,-10.7168,11.7473,-0.278038,1.27162,1.13955,0,1,0,1,
1.08,0.529309,-0.0369143,0.304954,0.0677973,-0.0152049,-0.00561885,0.997567,0.805949,-0.0155734,-0.015682,-0.0102287,1.0769,-0.319734,-0.038085,1.07474,-0.982446,0.00925037,0.509931,-1.52561,0.00275662,-0.00888619,-1.08496,0.00810207,1.07679,-1.62857,0.22594,2.02397,-5.68523,0.490164,2.74918,-3.1667,-0.155843,-9.82615,12.8125,-0.333064,0.498231,1.9665,0,1,0,1,
1.1,0.545513,-0.0366052,0.305034,0.0665659,-0.00340333,-0.00959133,0.99773,0.814321,0.0474454,0.0255548,-0.212284,1.33506,-0.316536,-0.0284215,1.12963,-1.2172,0.0188345,0.559271,-1.58224,0.0021554,-0.15422,-0.870883,-5.11572e-05,1.06877,-1.57035,0.483172,2.74441,-11.7376,0.479206,2.46697,-2.83148,-0.0300611,-7.26668,10.7037,-0.407661,-0.401114,2.9107,0,1,0,1,
1.12,0.561867,-0.0350282,0.305968,0.0633638,0.0106106,-0.0136642,0.997841,0.820513,0.108708,0.0655137,-0.390137,1.48443,-0.308705,-0.0138095,1.15047,-1.47083,0.0275758,0.602568,-1.63045,0.0029472,-0.186071,-0.814583,-0.00959612,1.04203,-1.49188,0.7306,1.04183,-12.6817,0.437065,2.16488,-2.41053,0.03959,-1.59255,2.815,-0.477248,-1.33693,3.92339,0,1,1,1,
1.14,0.578314,-0.0323188,0.30756,0.0586053,0.0249712,-0.0176384,0.997813,0.823653,0.160694,0.0913505,-0.520862,1.40738,-0.290502,0.00455886,1.1142,-1.68615,0.0343394,0.642062,-1.66733,0.00296255,-0.140427,-0.870062,-0.0196717,1.00339,-1.39782,0.918419,-1.81315,-10.7658,0.338181,1.9747,-1.84411,0.000767687,2.28218,-2.77396,-0.503781,-1.93235,4.70341,0,1,1,1,
1.16,0.594793,-0.0286623,0.309528,0.0527759,0.0374172,-0.0213213,0.997677,0.823742,0.203405,0.103065,-0.608899,1.10303,-0.269186,0.0237083,1.02343,-1.83145,0.0380876,0.680565,-1.68975,0.00129836,-0.0934707,-0.920918,-0.0296537,0.961844,-1.2948,0.957472,-4.53861,-7.26514,0.187411,1.92514,-1.12081,-0.0832098,2.34782,-2.54281,-0.499099,-2.07716,5.15107,0,1,1,1,
1.18,0.611243,-0.0242444,0.311588,0.0463348,0.0456795,-0.0246129,0.997577,0.820778,0.23684,0.100657,-0.659277,0.570577,-0.252794,0.0382687,0.912369,-1.89501,0.0381811,0.72056,-1.69453,-0.00224265,-0.0380081,-0.975717,-0.039507,0.927004,-1.19064,0.728019,-5.55303,-3.17805,0.00467347,1.99976,-0.238998,-0.17705,2.77313,-2.73995,-0.492663,-1.74198,5.20752,0,1,1,1,
