time,base_x,base_y,base_z,base_quat_x,base_quat_y,base_quat_z,base_quat_w,base_lin_x,base_lin_y,base_lin_z,base_ang_x,base_ang_y,base_ang_z,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,contact_LF,contact_RF,contact_LH,contact_RH
1.06,0.623148,-0.0225386,0.311332,0.0398522,0.0484121,-0.0448746,0.997023,0.904789,0.245996,0.078712,-0.727097,0.70877,-0.145334,0.0427109,0.766175,-1.88613,0.0286508,0.742817,-1.69329,-0.0117006,0.0420277,-1.0651,-0.0636155,0.909573,-1.08423,0.666448,-6.83536,0.202256,-0.16522,2.19564,-0.277395,-0.274918,2.81146,-2.60382,-0.449905,-2.24861,6.1754,0,1,1,1,
1.08,0.641217,-0.0174085,0.312902,0.0318038,0.0516216,-0.0465443,0.997074,0.90165,0.264991,0.0773981,-0.864543,-0.0239098,-0.080169,0.0589574,0.540851,-1.78057,0.0233929,0.788231,-1.6751,-0.017061,0.112227,-1.1253,-0.0705154,0.877129,-0.961342,0.812324,-11.2662,5.27776,-0.262895,2.27067,0.909569,-0.268016,3.50994,-3.00997,-0.344995,-1.62216,6.14425,0,1,1,1,
1.1,0.659196,-0.0120197,0.314392,0.0227809,0.0462699,-0.0473319,0.997547,0.895811,0.271862,0.0706793,-0.994717,-0.999538,-0.0103154,0.0738284,0.296175,-1.57173,0.0170201,0.835208,-1.6278,-0.0218731,0.204021,-1.20036,-0.0756582,0.86882,-0.849792,0.74355,-12.2338,10.4421,-0.31864,2.34885,2.36471,-0.240608,4.58971,-3.753,-0.257139,-0.415487,5.57753,0,1,1,1,
1.12,0.677046,-0.00658908,0.315703,0.0130011,0.031081,-0.0472951,0.998313,0.889506,0.270471,0.0599188,-1.09487,-1.86968,0.0435578,0.0826177,0.0890643,-1.29606,0.0107407,0.881538,-1.54807,-0.025931,0.322331,-1.29344,-0.0762464,0.942943,-0.923243,0.439464,-10.3555,13.7834,-0.313968,2.31652,3.98648,-0.202895,5.9155,-4.65416,-0.0294123,3.70617,-3.67254,0,1,1,0,
1.14,0.694788,-0.00123026,0.316771,0.00278169,0.00943209,-0.0467729,0.998857,0.884966,0.264678,0.0464793,-1.13919,-2.28548,0.0706447,0.0844132,-0.0393714,-1.03789,0.0056708,0.921785,-1.44332,-0.0294587,0.458933,-1.39487,-0.070936,1.0806,-1.20937,0.0897763,-6.42178,12.9087,-0.253496,2.01236,5.23778,-0.176383,6.83013,-5.07143,0.265522,6.88265,-14.3061,0,1,1,0,
1.16,0.712456,0.00396868,0.317544,-0.00750606,-0.0141128,-0.0460352,0.998812,0.882193,0.254482,0.030361,-1.12565,-2.2469,0.080555,0.0797913,-0.0206017,-0.947594,0.0020422,0.952336,-1.32428,-0.0328578,0.60183,-1.4926,-0.0616242,1.18017,-1.5187,-0.231095,0.938482,4.51474,-0.18143,1.52752,5.95169,-0.169956,7.14483,-4.88627,0.465591,4.97852,-15.4669,1,1,1,0,
1.18,0.730087,0.00891969,0.317968,-0.0174973,-0.0349743,-0.0451949,0.998212,0.881185,0.239885,0.0115637,-1.05726,-1.75332,0.083166,0.0738289,0.083142,-0.980704,-0.000442833,0.972244,-1.20281,-0.0363221,0.737823,-1.57548,-0.0495864,1.19129,-1.76088,-0.298121,5.18719,-1.65551,-0.124252,0.995401,6.07372,-0.173215,6.79966,-4.14407,0.601886,0.556112,-12.1088,1,1,1,0,
1.2,0.747716,0.0135347,0.317989,-0.0268766,-0.0485795,-0.0442081,0.997478,0.881943,0.220886,-0.00991236,-0.940738,-0.803745,0.0875283,0.0700972,0.178226,-1.02977,-0.00213958,0.982751,-1.09253,-0.0394144,0.851764,-1.63321,-0.036643,1.11549,-1.89333,-0.186584,4.75419,-2.45325,-0.0848371,0.525381,5.51412,-0.154615,5.69704,-2.88678,0.647171,-3.79013,-6.62262,1,1,1,0,
1.22,0.765372,0.0177101,0.317596,-0.0353683,-0.0515355,-0.0428478,0.997124,0.883704,0.195124,-0.0276826,-0.790959,0.252611,0.118806,0.067404,0.263348,-1.10614,-0.00327965,0.986698,-1.00563,-0.0409288,0.930092,-1.6586,-0.0246105,1.00797,-1.91145,-0.134663,4.25609,-3.81851,-0.0570038,0.197322,4.3447,-0.0757205,3.91642,-1.26958,0.601627,-5.37583,-0.905795,1,1,1,0,
1.24,0.783065,0.0212789,0.316949,-0.042615,-0.0451152,-0.040713,0.997242,0.885708,0.160239,-0.0353623,-0.616357,1.066,0.191618,0.0638899,0.338101,-1.20147,-0.00418813,0.986301,-0.939618,-0.0398313,0.973407,-1.65421,-0.00463152,0.802971,-1.82656,-0.175702,3.73768,-4.76641,-0.0454237,-0.0198238,3.30065,0.0548747,2.16572,0.21953,0.998948,-10.2499,4.24444,1,1,1,0,
1.26,0.800802,0.0240588,0.316249,-0.0482247,-0.0317478,-0.0374747,0.997628,0.887954,0.116229,-0.0329514,-0.414932,1.63698,0.295017,0.0581013,0.402613,-1.3041,-0.00506097,0.982236,-0.886954,-0.0355918,0.986895,-1.62434,0.0191947,0.517999,-1.63094,-0.289431,3.22562,-5.13169,-0.0436422,-0.203267,2.63322,0.211978,0.674401,1.4938,1.19131,-14.2486,9.78101,1,1,1,0,
1.28,0.818585,0.0258672,0.315698,-0.0518018,-0.0138543,-0.0329473,0.998018,0.890442,0.0630954,-0.0204499,-0.184247,1.96674,0.416093,0.0491274,0.457861,-1.40464,-0.00534859,0.984347,-0.874623,-0.028294,0.976555,-1.57262,0.0389902,0.219167,-1.34475,-0.448696,2.76237,-5.02674,-0.0143811,0.105543,0.61652,0.364889,-0.516963,2.586,0.989774,-14.9416,14.3095,1,0,1,0,
1.3,0.836421,0.0265218,0.315498,-0.0529519,0.00615595,-0.0270877,0.998211,0.893173,0.000837897,0.0021422,0.0786731,2.05729,0.542558,0.0365914,0.505677,-1.49551,-0.0026975,1.04304,-1.09194,-0.018584,0.948774,-1.50219,0.050654,-0.0457644,-1.02513,-0.626799,2.39079,-4.54358,0.132555,2.93466,-10.8659,0.485499,-1.38906,3.5215,0.583187,-13.2465,15.9808,1,0,1,0,
1.32,0.854309,0.0259011,0.315782,-0.0514403,0.0259018,-0.0200677,0.998138,0.895509,-0.061374,0.0244954,0.329251,1.91306,0.63498,0.0209623,0.548712,-1.57081,-0.00126751,1.09118,-1.40152,-0.00750849,0.910397,-1.41651,0.053191,-0.208386,-0.79693,-0.781455,2.15178,-3.76494,0.0714992,2.40702,-15.479,0.553776,-1.91884,4.28411,0.126853,-8.13107,11.4102,1,0,1,0,
1.34,0.872234,0.0241283,0.316407,-0.0476416,0.0430506,-0.0125041,0.997858,0.896817,-0.114371,0.0362802,0.527561,1.53605,0.666876,0.00420361,0.590842,-1.62722,-0.00432362,1.07276,-1.6812,0.00361047,0.870131,-1.32187,0.049482,-0.187842,-0.816712,-0.837935,2.10646,-2.82082,-0.152805,-0.921188,-13.9838,0.555948,-2.01332,4.73189,-0.185449,1.02718,-0.989072,1,0,1,1,
1.36,0.890175,0.0213877,0.317163,-0.042001,0.0552763,-0.005031,0.997575,0.897097,-0.158152,0.0374967,0.686193,0.924626,0.649844,-0.0115769,0.635835,-1.66171,-0.0127242,0.977229,-1.87088,0.01373,0.837665,-1.22626,0.045628,-0.127683,-0.883729,-0.789025,2.24965,-1.72418,-0.42003,-4.77636,-9.48435,0.505977,-1.6233,4.78053,-0.1927,3.00794,-3.35084,1,0,1,1,
1.38,0.908111,0.0178636,0.317837,-0.0348585,0.0602371,0.00185878,0.997574,0.896347,-0.192719,0.0281448,0.818282,0.0766384,0.596893,-0.0248074,0.686493,-1.6706,-0.023926,0.853493,-1.94877,0.0222822,0.823728,-1.13943,0.0424685,-0.0492988,-0.964421,-0.661526,2.53295,-0.444732,-0.560088,-6.18684,-3.89435,0.427611,-0.696844,4.34122,-0.157976,3.91923,-4.03464,1,0,1,1,
1.4,0.926022,0.0137404,0.318218,-0.026461,0.055562,0.00783322,0.998074,0.894569,-0.21807,0.0082245,0.934527,-1.01022,0.520331,-0.0347588,0.743982,-1.6494,-0.03265,0.731285,-1.92233,0.029197,0.840472,-1.07318,0.0399791,0.0543208,-1.06521,-0.497571,2.8744,1.05998,-0.436201,-6.1104,1.32224,0.345737,0.837192,3.3128,-0.12447,5.18098,-5.03933,1,0,1,1,
1.42,0.943895,0.00918589,0.318143,-0.0170022,0.0400332,0.0127429,0.998972,0.892865,-0.236659,-0.0151756,1.03534,-1.97916,0.431067,-0.0416864,0.8062,-1.5952,-0.039122,0.52789,-1.77938,0.0350101,0.896052,-1.03547,0.0381519,0.187022,-1.18785,-0.346379,3.11091,2.70987,-0.323598,-10.1697,7.14738,0.290657,2.77902,1.88538,-0.0913608,6.63508,-6.13217,1,0,1,1,
1.44,0.961745,0.00430271,0.317635,-0.00674229,0.0171845,0.0165891,0.999692,0.892336,-0.25094,-0.034967,1.09961,-2.47359,0.326321,-0.0464897,0.866042,-1.51521,-0.045505,0.302219,-1.52588,0.0407314,0.977614,-1.01435,0.0372606,0.338894,-1.31957,-0.240164,2.99213,3.9997,-0.319152,-11.2835,12.6749,0.286066,4.07809,1.05612,-0.044566,7.59359,-6.58584,1,0,1,1,
1.46,0.979596,-0.000822997,0.316768,0.00387201,-0.00825568,0.0192279,0.999774,0.892984,-0.260913,-0.0511498,1.10692,-2.49605,0.192844,-0.0495632,0.918093,-1.42001,-0.0513467,0.0955878,-1.2036,0.0459771,1.0915,-1.10627,0.0376802,0.497189,-1.44648,-0.153676,2.60255,4.75987,-0.292085,-10.3316,16.114,0.262284,5.69431,-4.59606,0.0209826,7.91474,-6.34555,1,0,0,1,
1.48,0.997472,-0.00610507,0.315613,0.0142543,-0.0315652,0.0203009,0.999194,0.894808,-0.266577,-0.0637239,1.04765,-2.04823,0.0157459,-0.0507005,0.960101,-1.32115,-0.0545426,-0.0546822,-0.900922,0.0490357,1.21637,-1.35853,0.0394754,0.648697,-1.55658,-0.0568661,2.10039,4.94323,-0.159794,-7.5135,15.1338,0.15293,6.24359,-12.6132,0.0897611,7.57539,-5.50509,1,0,0,1,
1.5,1.0154,-0.0114573,0.314243,0.0237898,-0.0480491,0.0192461,0.998376,0.897808,-0.267933,-0.0726893,0.926395,-1.13026,-0.217917,-0.0494334,0.992139,-1.23095,-0.0521832,-0.0576704,-0.815488,0.0486957,1.27241,-1.62644,0.0418427,0.778416,-1.63893,0.0633567,1.60187,4.50972,0.117968,-0.149413,4.2717,-0.0170026,2.80203,-13.3956,0.118363,6.48595,-4.11754,1,0,0,1,
1.52,1.03339,-0.016768,0.312738,0.0320612,-0.054273,0.0155788,0.99789,0.901731,-0.261127,-0.076767,0.793117,-0.112147,-0.448026,-0.0457282,1.01566,-1.1589,-0.0427718,0.0473382,-0.931101,0.0449944,1.2165,-1.82342,0.0428342,0.873116,-1.68624,0.185259,1.17609,3.60263,0.47057,5.25043,-5.78063,-0.18506,-2.79545,-9.84871,0.0495778,4.735,-2.36531,1,1,0,1,
1.54,1.05147,-0.0218223,0.311213,0.039183,-0.0517182,0.00977205,0.997845,0.906323,-0.242306,-0.0746778,0.689719,0.636837,-0.601616,-0.0410463,1.03218,-1.10072,-0.0282845,0.137799,-1.05754,0.0404694,1.07631,-1.91314,0.0406393,0.935304,-1.7031,0.234096,0.825738,2.90921,0.724367,4.52303,-6.32172,-0.22625,-7.00964,-4.48591,-0.109745,3.10941,-0.842867,1,1,0,1,
1.56,1.06965,-0.0263801,0.309792,0.0454065,-0.0430529,0.00265665,0.998037,0.911585,-0.21147,-0.0664218,0.611719,1.11825,-0.670595,-0.0371299,1.04212,-1.04851,-0.0108064,0.215649,-1.18343,0.0349713,0.934797,-1.90469,0.0344207,0.972204,-1.69607,0.19582,0.497487,2.61028,0.873903,3.89251,-6.29466,-0.274909,-7.07568,0.422219,-0.31093,1.84502,0.351397,1,1,0,1,
1.58,1.08794,-0.030201,0.308598,0.0509219,-0.0309139,-0.00482491,0.998212,0.917516,-0.16862,-0.051999,0.547267,1.333,-0.649037,-0.0354515,1.04524,-0.994575,0.00699743,0.28429,-1.30087,0.0265022,0.725804,-1.80177,0.0243747,0.991671,-1.67096,0.0839208,0.155553,2.69682,0.890194,3.43203,-5.87225,-0.423454,-10.4497,5.14587,-0.502305,0.973313,1.25513,1,1,0,1,
1.6,1.10635,-0.0330448,0.307753,0.0558089,-0.0179189,-0.0116406,0.998213,0.924116,-0.113755,-0.0314093,0.482332,1.2818,-0.532974,-0.0370267,1.04071,-0.931196,0.021753,0.348063,-1.40388,0.0190271,0.448244,-1.59401,0.0115638,1.00203,-1.63322,-0.0787601,-0.226161,3.16896,0.737778,3.1887,-5.15034,-0.373755,-13.878,10.3885,-0.640543,0.517812,1.88738,1,1,0,1,
1.62,1.1249,-0.0347177,0.30735,0.0599741,-0.00622307,-0.0169636,0.998036,0.930209,-0.0538615,-0.00948628,0.390409,1.10451,-0.392386,-0.0414412,1.03523,-0.87777,0.0304488,0.411021,-1.4885,0.0135527,0.163334,-1.3019,-0.00254182,1.01024,-1.58719,-0.220727,-0.27405,2.67129,0.43479,3.14787,-4.23115,-0.273718,-14.2455,14.6052,-0.705281,0.410642,2.3012,0,1,0,1,
1.64,1.14355,-0.0352123,0.307351,0.0630334,0.00382114,-0.021004,0.997783,0.934616,0.00407355,0.00893679,0.25563,0.940423,-0.298037,-0.0412847,1.09144,-1.05025,0.0336738,0.474243,-1.5558,0.00896764,-0.0862523,-0.979131,-0.0170194,1.01666,-1.53342,0.00782797,2.81059,-8.62421,0.161252,3.16112,-3.3647,-0.229254,-12.4793,16.1385,-0.723877,0.321138,2.68853,0,1,0,1,
1.66,1.16227,-0.0345678,0.307684,0.0645693,0.0123044,-0.0242347,0.997543,0.937338,0.0600502,0.0238599,0.0805238,0.789217,-0.249009,-0.0340224,1.15233,-1.34004,0.0331367,0.53748,-1.60721,0.00401491,-0.233133,-0.754183,-0.0313043,1.0201,-1.47146,0.363112,3.04432,-14.4892,-0.0268567,3.16182,-2.57079,-0.247637,-7.34406,11.2474,-0.714244,0.172056,3.09827,0,1,0,1,
1.68,1.18103,-0.0328234,0.308282,0.0641926,0.0193121,-0.0271302,0.997382,0.938375,0.114068,0.035283,-0.133188,0.650849,-0.245008,-0.0202624,1.15412,-1.61368,0.0306645,0.599939,-1.64362,-0.00247001,-0.185367,-0.807173,-0.0450533,1.01945,-1.40074,0.688002,0.0894625,-13.6819,-0.123611,3.12297,-1.82025,-0.324246,2.38835,-2.64949,-0.687451,-0.0325118,3.53606,0,1,1,1,
1.7,1.1998,-0.0300181,0.309072,0.0615328,0.0249301,-0.0301704,0.997337,0.937727,0.166128,0.0432061,-0.384486,0.525985,-0.286292,-0.00230143,1.07952,-1.80739,0.0280838,0.660432,-1.66562,-0.00880045,-0.101448,-0.906575,-0.058141,1.01356,-1.32044,0.898047,-3.72985,-9.68571,-0.129032,3.02467,-1.10017,-0.316522,4.19593,-4.97012,-0.654388,-0.294681,4.01466,0,1,1,1,
1.72,1.21853,-0.0262202,0.309993,0.0563551,0.0291195,-0.0336743,0.997418,0.935878,0.211895,0.0485911,-0.63547,0.371549,-0.326159,0.0148871,0.966066,-1.8987,0.026675,0.717788,-1.67346,-0.0139753,-0.0180712,-0.997577,-0.0704691,1.00181,-1.22981,0.859428,-5.67284,-4.56542,-0.0704396,2.86778,-0.392092,-0.258741,4.16884,-4.55011,-0.616404,-0.58756,4.53186,0,1,1,1,
1.74,1.23723,-0.0216132,0.311005,0.0489218,0.03131,-0.0373033,0.997615,0.933312,0.247033,0.0523998,-0.850443,0.143077,-0.320512,0.0268444,0.843921,-1.89648,0.0259871,0.771718,-1.66607,-0.0180778,0.0669703,-1.0829,-0.081393,0.986345,-1.12958,0.597864,-6.10725,0.110961,-0.034399,2.69652,0.369528,-0.205127,4.25207,-4.2661,-0.546197,-0.773151,5.01115,0,1,1,1,
1.76,1.25586,-0.0164097,0.312078,0.0396004,0.0307827,-0.0405978,0.997916,0.930029,0.271543,0.0546322,-1.03177,-0.160775,-0.273967,0.0426723,0.623334,-1.79455,0.0254917,0.821931,-1.64191,-0.0211656,0.155874,-1.16469,-0.0902436,0.970053,-1.02082,0.791393,-11.0293,5.09638,-0.0247697,2.51064,1.20823,-0.154388,4.44518,-4.08975,-0.442527,-0.814638,5.43836,0,1,1,1,
1.78,1.27442,-0.0108223,0.31318,0.0287468,0.0267937,-0.0431534,0.998295,0.926029,0.285425,0.0552884,-1.18058,-0.542035,-0.190732,0.0607346,0.365142,-1.58772,0.0250236,0.867888,-1.59922,-0.0231224,0.250996,-1.24499,-0.0965414,0.95585,-0.90437,0.903119,-12.9096,10.3417,-0.0234034,2.29784,2.13449,-0.0978406,4.75609,-4.01472,-0.314893,-0.710134,5.82224,0,1,1,1,
1.8,1.2929,-0.00506359,0.314279,0.0167237,0.0185687,-0.0446172,0.998692,0.921313,0.288678,0.0543683,-1.29582,-1.00313,-0.073962,0.0766314,0.129768,-1.31099,0.0246814,0.908844,-1.53594,-0.0237248,0.354989,-1.32579,-0.0965539,0.98927,-0.912896,0.794836,-11.7687,13.8361,-0.0171108,2.0478,3.16415,-0.0301204,5.19967,-4.04029,-0.000621033,1.67098,-0.426305,0,1,1,0,
1.82,1.31128,0.000668658,0.315335,0.00398564,0.00585858,-0.0448166,0.99897,0.916767,0.283513,0.0505171,-1.34944,-1.38039,0.0352776,0.0863549,-0.0338256,-1.04399,0.0247025,0.943587,-1.45107,-0.0229086,0.469372,-1.40777,-0.086246,1.10027,-1.16712,0.486179,-8.17968,13.3502,0.00105721,1.73714,4.24344,0.0408116,5.71917,-4.0987,0.515394,5.55024,-12.711,0,1,1,0,
1.84,1.32958,0.00623555,0.316272,-0.00873719,-0.00937621,-0.0441038,0.998945,0.913279,0.272141,0.0423798,-1.31375,-1.50813,0.104836,0.0881977,-0.0501679,-0.940725,0.0251183,0.970237,-1.34961,-0.0214684,0.58965,-1.48627,-0.0690936,1.19254,-1.4759,0.0921394,-0.817115,5.16327,0.0207864,1.3325,5.07267,0.0720085,6.01386,-3.92505,0.857618,4.61314,-15.4391,0,1,1,0,
1.86,1.34781,0.0115129,0.317002,-0.0206507,-0.0246007,-0.042831,0.998566,0.910849,0.254563,0.0299566,-1.1898,-1.3849,0.146849,0.0848183,0.0532299,-0.998636,0.0254078,0.987934,-1.23839,-0.020442,0.709048,-1.55538,-0.0486618,1.21064,-1.73458,-0.168971,5.16989,-2.89556,0.0144784,0.884841,5.56126,0.0513202,5.96993,-3.45537,1.02159,0.905179,-12.9344,1,1,1,0,
1.88,1.36602,0.0163767,0.317441,-0.030997,-0.0372603,-0.0412036,0.997975,0.909477,0.230777,0.0132474,-0.982398,-1.00845,0.171805,0.080678,0.150471,-1.05404,0.0247137,0.997017,-1.12481,-0.0207214,0.819635,-1.6093,-0.0291727,1.14957,-1.894,-0.207016,4.86207,-2.77023,-0.0347042,0.454165,5.67898,-0.0139716,5.52933,-2.69593,0.974453,-3.05375,-7.97055,1,1,1,0,
1.9,1.3842,0.0207026,0.317503,-0.0390769,-0.044787,-0.0393106,0.997458,0.909163,0.200784,-0.0077479,-0.697698,-0.37641,0.185295,0.0749489,0.240048,-1.11567,0.0220856,0.998941,-1.0175,-0.0228794,0.912151,-1.64246,-0.015097,1.06122,-1.94155,-0.286454,4.47884,-3.08131,-0.131409,0.0962024,5.36537,-0.1079,4.62582,-1.65845,0.703788,-4.4172,-2.37752,1,1,1,0,
1.92,1.40238,0.0243653,0.317146,-0.0444082,-0.0452369,-0.0371226,0.997298,0.908773,0.164378,-0.0265084,-0.397816,0.324638,0.209619,0.0666556,0.320994,-1.18951,0.0169159,0.995947,-0.924425,-0.0267708,0.978198,-1.65085,0.00252656,0.888888,-1.88892,-0.414664,4.04731,-3.69209,-0.258483,-0.149712,4.65379,-0.194569,3.30237,-0.419467,0.881176,-8.61671,2.63126,1,1,1,0,
1.94,1.42054,0.0272336,0.316501,-0.0471777,-0.0392017,-0.034396,0.997524,0.907175,0.121352,-0.0365135,-0.13958,0.906261,0.259696,0.0555119,0.393274,-1.27186,0.00991024,0.989041,-0.844079,-0.0307313,1.01715,-1.6356,0.0238571,0.623531,-1.72804,-0.557188,3.614,-4.11781,-0.350283,-0.345299,4.01729,-0.198025,1.94772,0.76257,1.06653,-13.2678,8.04418,1,1,1,0,
1.96,1.43866,0.0291752,0.315744,-0.0477251,-0.0279046,-0.0309206,0.997992,0.904368,0.0717066,-0.0377631,0.0784055,1.36809,0.327671,0.0418185,0.457204,-1.35726,0.00249234,0.983568,-0.789737,-0.0329698,1.03099,-1.59876,0.0414167,0.3368,-1.47332,-0.684669,3.19648,-4.26984,-0.370895,-0.273658,2.71715,-0.111928,0.691853,1.84203,0.877984,-14.3365,12.7359,1,0,1,0,
1.98,1.45671,0.0300578,0.315049,-0.0463913,-0.0125656,-0.0265542,0.998491,0.900352,0.0154415,-0.0302572,0.25643,1.71011,0.409425,0.0262691,0.513289,-1.44099,-0.00202014,1.03993,-0.964723,-0.0320925,1.02221,-1.54188,0.0516915,0.0799008,-1.17975,-0.77747,2.80427,-4.18654,-0.225624,2.81794,-8.74933,0.0438693,-0.438947,2.84393,0.513737,-12.845,14.6783,1,0,1,0,
2,1.47467,0.0297488,0.314592,-0.0435306,0.00559584,-0.0211893,0.998812,0.895128,-0.0474433,-0.0139959,0.394384,1.93248,0.503951,0.0099059,0.562191,-1.51902,-0.00506887,1.10364,-1.26511,-0.027129,0.993547,-1.46593,0.0541484,-0.0886777,-0.955631,-0.81816,2.44508,-3.90145,-0.152437,3.18581,-15.0196,0.248174,-1.43317,3.7977,0.122847,-8.42892,11.2061,1,0,1,0,
2.02,1.49251,0.028172,0.314493,-0.0394988,0.0250426,-0.0148751,0.998795,0.88945,-0.108536,0.00275754,0.495596,1.93821,0.571965,-0.00589286,0.605217,-1.58737,-0.00893689,1.11392,-1.55617,-0.0179697,0.949199,-1.37248,0.0507327,-0.0925657,-0.945196,-0.789938,2.15131,-3.41724,-0.193401,0.513834,-14.5527,0.457962,-2.21741,4.67267,-0.170788,-0.194401,0.521724,1,0,1,1,
2.04,1.51025,0.0254753,0.314651,-0.0345629,0.042966,-0.00823158,0.998445,0.884077,-0.159426,0.0117396,0.571945,1.62958,0.576812,-0.0195297,0.646117,-1.64069,-0.0151654,1.0552,-1.77613,-0.00662628,0.899572,-1.26819,0.0484783,-0.0534118,-0.988,-0.681843,2.04503,-2.66599,-0.311426,-2.93605,-10.9982,0.567173,-2.48137,5.21419,-0.112719,1.9577,-2.14021,1,0,1,1,
2.06,1.52788,0.0218629,0.31491,-0.0288715,0.0562338,-0.00195365,0.997998,0.879008,-0.200113,0.0129503,0.637645,1.00536,0.525208,-0.0296188,0.689115,-1.67332,-0.0225747,0.956989,-1.89757,0.00485858,0.857175,-1.1624,0.0485365,-0.00419577,-1.03583,-0.504453,2.14985,-1.63163,-0.370467,-4.91044,-6.0721,0.574243,-2.11984,5.2898,0.00290772,2.4608,-2.39135,1,0,1,1,
2.08,1.54541,0.0175389,0.315117,-0.0224608,0.0617056,0.00337668,0.997836,0.874242,-0.230596,0.00638963,0.705682,0.0643386,0.425468,-0.0354038,0.737589,-1.67924,-0.0273023,0.855069,-1.92204,0.0150683,0.835817,-1.06699,0.0502351,0.0641561,-1.09794,-0.289248,2.42375,-0.296184,-0.236379,-5.09603,-1.22306,0.510484,-1.06793,4.77023,0.0849313,3.4176,-3.10553,1,0,1,1,
2.1,1.56285,0.0127071,0.315114,-0.0152879,0.0562196,0.00730999,0.998275,0.86978,-0.250876,-0.00794237,0.783596,-1.19476,0.286577,-0.0370884,0.79309,-1.65159,-0.0294286,0.671486,-1.85268,0.0231506,0.851247,-0.996945,0.0527606,0.161292,-1.18315,-0.0842342,2.77502,1.3827,-0.106314,-9.17915,3.46781,0.404116,0.771542,3.50233,0.126273,4.85679,-4.26084,1,0,1,1,
2.12,1.58021,0.00754883,0.314776,-0.00729554,0.0380726,0.00964709,0.999202,0.866177,-0.264402,-0.0256833,0.86993,-2.32301,0.146873,-0.036015,0.85321,-1.58573,-0.0301226,0.460311,-1.67829,0.0289707,0.91414,-0.962442,0.0554672,0.293177,-1.29504,0.0536712,3.00598,3.2928,-0.034702,-10.5588,8.71962,0.291004,3.14464,1.72515,0.135334,6.59424,-5.59441,1,0,1,1,
2.14,1.59751,0.00215311,0.314093,0.00151158,0.0115326,0.0106896,0.999875,0.863986,-0.274619,-0.0424709,0.949065,-2.87105,0.0349785,-0.0342711,0.909797,-1.4905,-0.0302797,0.275832,-1.43273,0.0330896,1.0287,-1.03505,0.0582328,0.448867,-1.42001,0.0871937,2.82938,4.76165,-0.00785348,-9.22394,12.2781,0.205945,5.72804,-3.63049,0.13828,7.78452,-6.24824,1,0,0,1,
2.16,1.61478,-0.00341389,0.313084,0.0110045,-0.0176067,0.0107167,0.999727,0.863207,-0.281529,-0.0583051,1.00944,-2.83952,-0.0566527,-0.0330579,0.95695,-1.37912,-0.0303309,0.155032,-1.19075,0.0359321,1.1798,-1.2935,0.0611091,0.613217,-1.5421,0.0606621,2.35767,5.56907,-0.0025624,-6.04002,12.0988,0.142127,7.55478,-12.9226,0.143814,8.21751,-6.10441,1,0,0,1,
2.18,1.63204,-0.00908602,0.311767,0.0210157,-0.0435365,0.00982476,0.998782,0.86384,-0.285132,-0.0731859,1.05199,-2.22879,-0.138426,-0.032755,0.992595,-1.26613,-0.0297388,0.151306,-1.07692,0.037884,1.27873,-1.58263,0.0637455,0.769952,-1.64711,0.015145,1.78221,5.64923,0.0296085,-0.186273,5.69136,0.0975931,4.94689,-14.4563,0.131819,7.83677,-5.25065,1,0,0,1,
2.2,1.64934,-0.0147971,0.310163,0.0314513,-0.0604722,0.00788923,0.997643,0.865886,-0.285428,-0.0871134,1.08974,-1.03894,-0.223724,-0.0334717,1.01745,-1.16757,-0.0279087,0.249699,-1.12154,0.0379129,1.26796,-1.80788,0.064679,0.900179,-1.72218,-0.0358358,1.24277,4.92804,0.0915012,4.91964,-2.23092,0.00144916,-0.538963,-11.2626,0.0466739,6.51134,-3.75375,1,1,0,1,
2.22,1.66668,-0.0204511,0.308331,0.0422351,-0.0642389,0.00459789,0.99703,0.867903,-0.277924,-0.0938741,1.1033,0.256882,-0.322676,-0.0353159,1.03384,-1.09616,-0.0249476,0.336804,-1.20253,0.0344417,1.14701,-1.91984,0.0613384,0.986939,-1.75875,-0.0922097,0.819318,3.57048,0.148058,4.35524,-4.04935,-0.173563,-6.04725,-5.59798,-0.16703,4.33801,-1.82844,1,1,0,1,
2.24,1.68404,-0.0258322,0.306497,0.0528413,-0.0569436,-0.000185665,0.996978,0.868449,-0.25813,-0.0872549,1.05734,1.18715,-0.430302,-0.0380334,1.04357,-1.04598,-0.0195409,0.411035,-1.30548,0.0270024,0.998766,-1.92182,0.0526275,1.03273,-1.76142,-0.135875,0.486518,2.50933,0.270335,3.71158,-5.14764,-0.371962,-7.4122,-0.0987792,-0.435542,2.28946,-0.133238,1,1,0,1,
2.26,1.70141,-0.0306944,0.30493,0.0625844,-0.0422253,-0.00637498,0.997126,0.867525,-0.226045,-0.0672558,0.942907,1.75491,-0.532437,-0.0413602,1.04693,-1.00581,-0.0108362,0.473493,-1.41445,0.0148503,0.791203,-1.82729,0.0389621,1.04645,-1.73706,-0.166342,0.168102,2.00819,0.435233,3.12288,-5.44839,-0.607608,-10.3782,4.72646,-0.683271,0.68614,1.21776,1,1,0,1,
