time,base_x,base_y,base_z,base_quat_x,base_quat_y,base_quat_z,base_quat_w,base_lin_x,base_lin_y,base_lin_z,base_ang_x,base_ang_y,base_ang_z,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,contact_LF,contact_RF,contact_LH,contact_RH
0.2,0.0172484,-0.0220251,0.331362,0.0317251,0.0682299,-0.0220208,0.996922,0.131622,-0.176668,0.185732,0.622486,0.00995283,0.241579,0.0413822,0.660396,-1.44956,0.0248675,0.694957,-1.59765,-0.00886629,0.53056,-1.27703,-0.0308271,0.497891,-1.19288,-0.201547,-0.921813,0.965358,-0.170211,-0.342155,0.0837181,0.186689,0.160653,-4.82877,-0.0121548,-1.38916,2.22301,1,1,0,1,
0.22,0.0199205,-0.0255547,0.334822,0.037826,0.0614745,-0.0179353,0.99723,0.136421,-0.174896,0.159713,0.620387,-1.33626,0.436559,0.0324756,0.651674,-1.39761,0.0163713,0.703627,-1.56251,0.00212828,0.580076,-1.48271,-0.0293357,0.523044,-1.19706,-0.44533,-0.436103,2.59789,-0.42481,0.433524,1.75708,0.549728,2.47578,-10.2837,0.0745711,1.25768,-0.209105,1,1,0,1,
0.24,0.0227386,-0.028965,0.337731,0.0440268,0.0436761,-0.0117619,0.998006,0.146228,-0.164742,0.130648,0.62327,-2.2147,0.574704,0.0200698,0.649664,-1.31867,0.00423659,0.723234,-1.50012,0.020237,0.620193,-1.6908,-0.0259335,0.59171,-1.24055,-0.620292,-0.100486,3.94671,-0.606733,0.980344,3.11939,0.905436,2.00587,-10.4044,0.170109,3.43326,-2.17411,1,1,0,1,
0.26,0.025803,-0.0320885,0.340027,0.0502336,0.0194631,-0.00424654,0.998539,0.161043,-0.146204,0.0985382,0.616725,-2.62681,0.646381,0.00617999,0.650303,-1.22246,-0.00938582,0.747314,-1.42073,0.0413294,0.626369,-1.83594,-0.0206091,0.687379,-1.30599,-0.69449,0.0319204,4.81059,-0.681121,1.20399,3.9699,1.05462,0.308765,-7.25732,0.266217,4.78349,-3.27202,1,1,0,1,
0.28,0.0292137,-0.0347573,0.341652,0.0562045,-0.00654298,0.00368846,0.998391,0.180865,-0.119283,0.0633825,0.579019,-2.57458,0.6395,-0.0073721,0.65108,-1.12044,-0.0226137,0.77117,-1.33586,0.0548298,0.615537,-1.88639,-0.0136395,0.793375,-1.37706,-0.677604,0.0388699,5.10104,-0.661393,1.19281,4.2434,0.675018,-0.541561,-2.52234,0.348484,5.2998,-3.5536,1,1,0,1,
0.3,0.033071,-0.0368039,0.342542,0.061523,-0.0297424,0.0109556,0.997602,0.205695,-0.0839787,0.0251811,0.489111,-2.06031,0.54305,-0.0190906,0.65206,-1.02757,-0.0339867,0.792617,-1.25927,0.0495718,0.56492,-1.81377,-0.00602188,0.892892,-1.43992,-0.585925,0.0489837,4.64328,-0.568651,1.07232,3.82916,-0.262899,-2.53085,3.63089,0.38088,4.97586,-3.14298,1,1,0,1,
0.32,0.0374558,-0.0380813,0.34267,0.0656327,-0.0463768,0.0165024,0.996629,0.232675,-0.0434049,-0.0114103,0.335718,-1.3279,0.379122,-0.0277712,0.657237,-0.966528,-0.0424599,0.811833,-1.20434,0.0296303,0.462701,-1.63426,0.000527364,0.971496,-1.48501,-0.434031,0.258864,3.0523,-0.423663,0.960823,2.74684,-0.997071,-5.11099,8.97578,0.327462,3.93017,-2.25474,0,1,0,1,
0.34,0.0423733,-0.0385257,0.342128,0.0679346,-0.0559132,0.0198332,0.995924,0.25895,-0.000675729,-0.041736,0.123849,-0.619616,0.177226,-0.0322415,0.68143,-1.0066,-0.04736,0.830042,-1.17408,0.00726773,0.334828,-1.39031,0.00505443,1.02571,-1.51143,-0.223511,1.20965,-2.00353,-0.245001,0.910456,1.51295,-1.11813,-6.39361,12.1971,0.226354,2.71081,-1.32101,0,1,0,1,
0.36,0.0478091,-0.038094,0.341042,0.0678788,-0.0586081,0.0206461,0.995757,0.284518,0.0442088,-0.0657962,-0.138875,0.0660827,-0.0568312,-0.0320741,0.714427,-1.12959,-0.0480612,0.84771,-1.16769,-0.00877919,0.206227,-1.13751,0.00699505,1.05487,-1.51968,0.00836838,1.64986,-6.14972,-0.035062,0.883411,0.319457,-0.802346,-6.43007,12.6401,0.0970307,1.45784,-0.412341,0,1,0,1,
0.38,0.0537493,-0.036743,0.339538,0.0649784,-0.0546829,0.0187132,0.996212,0.30938,0.0912487,-0.0835907,-0.445032,0.732235,-0.313795,-0.0262121,0.736097,-1.2884,-0.0439414,0.864394,-1.18314,-0.0141894,0.124324,-0.976595,0.00613617,1.05832,-1.50948,0.293098,1.08347,-7.94055,0.205989,0.834164,-0.772609,-0.270508,-4.09513,8.04594,-0.0429442,0.172747,0.509775,0,1,0,1,
0.4,0.0601796,-0.0344297,0.33774,0.0588167,-0.0443057,0.0139047,0.997188,0.333535,0.140444,-0.0951197,-0.786821,1.38347,-0.581086,-0.0128678,0.733259,-1.44988,-0.0344054,0.878947,-1.21751,-0.00907915,0.126916,-0.986374,0.00284047,1.03542,-1.47966,0.667217,-0.141873,-8.0736,0.4768,0.727651,-1.71863,0.25551,0.129575,-0.488934,-0.164785,-1.14495,1.49136,0,1,1,1,
0.42,0.0670797,-0.031142,0.335761,0.0493869,-0.0281291,0.00643006,0.998363,0.356043,0.187119,-0.102415,-1.05831,1.85786,-0.785602,0.00937578,0.701587,-1.59285,-0.0196051,0.890195,-1.2661,-0.000638728,0.1275,-1.00456,-0.00200487,0.987807,-1.42973,1.11218,-1.58362,-7.14895,0.740016,0.562415,-2.42919,0.422021,0.0292164,-0.909343,-0.242267,-2.38087,2.49625,0,1,1,1,
0.44,0.0744041,-0.0269929,0.333658,0.0380308,-0.0089854,-0.00259607,0.999233,0.375961,0.226599,-0.10751,-1.16591,1.98613,-0.875106,0.0379955,0.646653,-1.70004,-0.0025087,0.898663,-1.31904,0.0083298,0.124323,-1.02055,-0.0078502,0.926543,-1.36602,1.43099,-2.7467,-5.35932,0.85482,0.423391,-2.64719,0.448427,-0.158858,-0.79927,-0.292267,-3.06322,3.18546,0,1,1,1,
0.46,0.0821009,-0.0221261,0.331475,0.0263284,0.00966746,-0.0120156,0.999534,0.393289,0.258883,-0.110403,-1.12667,1.76033,-0.872712,0.0674646,0.583632,-1.76009,0.0132841,0.905929,-1.3663,0.0152367,0.125825,-1.04143,-0.0149289,0.86503,-1.29763,1.47345,-3.15104,-3.00224,0.78964,0.363334,-2.36287,0.345346,0.0751044,-1.04433,-0.353933,-3.07564,3.41949,0,1,1,1,
0.48,0.0901184,-0.0166855,0.329257,0.015693,0.0242746,-0.020934,0.999363,0.408027,0.283971,-0.111096,-0.963377,1.17134,-0.802194,0.0912393,0.501097,-1.75668,0.0243308,0.914176,-1.39882,0.0176605,0.140477,-1.07417,-0.0243233,0.816919,-1.23554,1.18873,-4.12676,0.17022,0.552336,0.41231,-1.62601,0.121187,0.732603,-1.63711,-0.469723,-2.40554,3.10449,0,1,1,1,
0.5,0.0984047,-0.0108152,0.327046,0.00735482,0.0312027,-0.0286962,0.999074,0.420176,0.301864,-0.109587,-0.697341,0.21149,-0.677449,0.104814,0.400913,-1.68804,0.0274923,0.925735,-1.40797,0.0133819,0.176904,-1.12549,-0.0378261,0.796522,-1.19279,0.678714,-5.00922,3.43186,0.158073,0.577957,-0.457575,-0.213928,1.82133,-2.56566,-0.675137,-1.01987,2.13784,0,1,1,1,
0.52,0.106922,-0.00464919,0.324876,0.00193843,0.0279819,-0.0348774,0.998998,0.431805,0.314028,-0.107725,-0.472452,-0.753696,-0.526786,0.105362,0.303578,-1.5645,0.0211955,0.941708,-1.38784,0.00131083,0.240667,-1.19869,-0.056923,0.81404,-1.17915,0.0274341,-4.86673,6.17714,-0.314842,0.798652,1.00631,-0.603554,3.18818,-3.66034,-0.954847,0.875909,0.681977,0,1,1,1,
0.54,0.115687,0.00171749,0.322727,-0.00182054,0.0170041,-0.0394675,0.999075,0.444985,0.32193,-0.107355,-0.407371,-1.35003,-0.370874,0.0970491,0.218691,-1.40731,0.00861476,0.959706,-1.34378,-0.0158126,0.324605,-1.28572,-0.0791553,0.862497,-1.20267,-0.415656,-4.24435,7.85971,-0.629034,0.899926,2.2031,-0.856172,4.19688,-4.35122,-1.11161,2.42287,-1.17613,0,1,1,0,
0.56,0.124732,0.00819961,0.320571,-0.00552251,0.0019227,-0.0424765,0.99908,0.459715,0.325571,-0.108479,-0.485581,-1.57265,-0.212971,0.0852572,0.153076,-1.24518,-0.00613494,0.976691,-1.28363,-0.0343712,0.41886,-1.37699,-0.0986831,0.932711,-1.31489,-0.589594,-3.28074,8.10619,-0.737485,0.849256,3.00781,-0.927931,4.71274,-4.56328,-0.97639,3.51069,-5.61082,0,1,1,0,
0.58,0.134086,0.0147119,0.318378,-0.0106697,-0.0135787,-0.0439374,0.998885,0.475997,0.324951,-0.111096,-0.698128,-1.41976,-0.0657506,0.0742513,0.118997,-1.11921,-0.0191768,0.990277,-1.21525,-0.0507077,0.513854,-1.46426,-0.11192,0.994956,-1.47313,-0.550299,-1.70394,6.29874,-0.652093,0.679279,3.41872,-0.816824,4.74971,-4.36358,-0.661855,3.11222,-7.9124,0,1,1,0,
0.6,0.143782,0.0211692,0.316118,-0.0187289,-0.0258147,-0.0439337,0.998525,0.493829,0.320069,-0.115206,-1.04308,-0.892386,0.0610754,0.0670828,0.137447,-1.08551,-0.026758,0.998975,-1.14695,-0.0608888,0.599818,-1.54021,-0.114915,1.01935,-1.63029,-0.358421,0.922463,1.68476,-0.37906,0.434877,3.41527,-0.509054,4.29818,-3.79749,-0.149729,1.21975,-7.85805,0,1,1,0,
0.62,0.153845,0.0274767,0.313775,-0.0306221,-0.0320215,-0.0425714,0.998111,0.512439,0.309488,-0.118612,-1.36601,-0.269763,0.161056,0.0654456,0.198535,-1.14372,-0.0262633,1.00244,-1.08551,-0.0617777,0.668987,-1.59973,-0.105034,0.988289,-1.75355,-0.0818629,3.05442,-2.91052,0.0247354,0.173254,3.07192,-0.0444478,3.45845,-2.97597,0.494037,-1.5531,-6.16285,1,1,1,0,
0.64,0.16428,0.0335012,0.311393,-0.0450487,-0.0330395,-0.0400986,0.997633,0.531055,0.291772,-0.119118,-1.51241,0.171761,0.236746,0.0678909,0.25601,-1.21685,-0.0196423,1.00169,-1.02969,-0.0551738,0.723411,-1.64457,-0.086047,0.90879,-1.82767,0.122267,2.87377,-3.65617,0.331047,-0.0372337,2.79099,0.330199,2.72118,-2.24234,0.949352,-3.97495,-3.70582,1,1,1,0,
0.66,0.175087,0.0391,0.309029,-0.0601662,-0.0305874,-0.036793,0.997041,0.549675,0.266919,-0.116723,-1.48203,0.435771,0.290737,0.0713531,0.309549,-1.29532,-0.0100132,0.99776,-0.976142,-0.0443411,0.767598,-1.67777,-0.0630083,0.804423,-1.84895,0.173108,2.67693,-3.92361,0.481458,-0.196773,2.67732,0.541634,2.20936,-1.65987,1.15194,-5.21835,-1.06413,1,1,1,0,
0.68,0.186267,0.0441304,0.306743,-0.0741241,-0.0263393,-0.0330077,0.996355,0.568301,0.23493,-0.111428,-1.27111,0.527527,0.316177,0.0730933,0.360312,-1.37231,-0.000561487,0.991402,-0.921564,-0.0328466,0.806037,-1.70199,-0.0396536,0.702365,-1.82249,0.0870127,2.53815,-3.84937,0.472585,-0.317898,2.7289,0.574725,1.92195,-1.21099,1.16773,-5.10288,1.32316,1,1,1,0,
0.7,0.197819,0.0484496,0.304592,-0.0850479,-0.0219123,-0.0292228,0.995707,0.586931,0.195806,-0.103232,-0.874692,0.452435,0.30301,0.0707464,0.410052,-1.44212,0.00540435,0.98316,-0.862641,-0.0246124,0.843216,-1.71966,-0.0149903,0.5734,-1.74345,-0.117347,2.487,-3.49068,0.298292,-0.412072,2.94616,0.41171,1.85896,-0.88365,1.23317,-6.44825,3.95177,1,1,1,0,
0.72,0.209736,0.0519277,0.302653,-0.0914858,-0.0184737,-0.0258741,0.995299,0.604408,0.151441,-0.0892035,-0.421339,0.340418,0.278061,0.0628369,0.460312,-1.5009,0.00530929,0.972959,-0.796249,-0.0227495,0.882268,-1.7322,0.00643509,0.422375,-1.61691,-0.395473,2.51299,-2.93877,-0.00475284,-0.510075,3.31957,0.0931464,1.95262,-0.626715,1.07127,-7.55125,6.32718,1,1,1,0,
0.74,0.22198,0.054485,0.301082,-0.0937699,-0.015589,-0.022796,0.995211,0.619573,0.103731,-0.0664111,-0.0442517,0.31645,0.276812,0.0502643,0.510411,-1.54942,0.000137179,0.959055,-0.720394,-0.0258347,0.920784,-1.73757,0.0224683,0.267049,-1.45411,-0.62863,2.50496,-2.4262,-0.258606,-0.695159,3.79278,-0.15426,1.92577,-0.268717,0.801659,-7.76632,8.13976,1,1,1,0,
0.76,0.234504,0.0560546,0.300055,-0.0926889,-0.0124462,-0.019637,0.995424,0.632425,0.0526769,-0.0348548,0.254686,0.378615,0.301419,0.0344641,0.558845,-1.58926,-0.00773091,0.965079,-0.704372,-0.0311235,0.954748,-1.73299,0.0325208,0.121022,-1.27208,-0.790011,2.42167,-1.99205,-0.393405,0.301197,0.8011,-0.26444,1.6982,0.229219,0.502625,-7.30136,9.10175,1,0,1,0,
0.78,0.247261,0.0565697,0.299746,-0.0890413,-0.0082435,-0.0160378,0.995865,0.642965,-0.00172177,0.00546545,0.473641,0.525877,0.352238,0.0168838,0.603917,-1.62175,-0.0159777,1.03385,-0.878433,-0.0357643,0.97989,-1.71567,0.0366278,-0.00120213,-1.09758,-0.879017,2.25363,-1.62432,-0.412341,3.43847,-8.70307,-0.232041,1.25714,0.865892,0.20535,-6.11118,8.7247,1,0,1,0,
0.8,0.260207,0.0559634,0.300332,-0.0836403,-0.00218038,-0.0116491,0.996426,0.651192,-0.059465,0.0545497,0.610166,0.757553,0.429101,-0.000972876,0.643822,-1.64809,-0.0236767,1.10942,-1.12887,-0.0369521,0.991715,-1.68274,0.035538,-0.0781575,-0.972943,-0.892831,1.99523,-1.31734,-0.384949,3.77855,-12.5217,-0.0593913,0.591248,1.64638,-0.0544892,-3.84777,6.23208,1,0,1,0,
0.82,0.273293,0.0542056,0.301902,-0.0772151,0.0061386,-0.00625818,0.996976,0.656987,-0.115038,0.0997363,0.692673,0.948014,0.506079,-0.017665,0.677376,-1.66897,-0.0303443,1.15365,-1.38101,-0.0328187,0.987359,-1.63253,0.0305056,-0.0792006,-0.954173,-0.834606,1.6777,-1.04371,-0.333379,2.21134,-12.607,0.206669,-0.21781,2.51081,-0.251618,-0.052151,0.938506,1,0,1,1,
0.84,0.286469,0.0514131,0.304211,-0.0700731,0.0154795,-0.000134062,0.997422,0.660229,-0.162927,0.128363,0.75469,0.971839,0.558625,-0.0323135,0.706161,-1.68301,-0.036863,1.14999,-1.59865,-0.0244895,0.971299,-1.56909,0.0254008,-0.0374204,-0.994768,-0.732426,1.43924,-0.701965,-0.325934,-0.182912,-10.8821,0.416462,-0.803035,3.17186,-0.255242,2.08901,-2.02974,1,0,1,1,
0.86,0.299685,0.0477398,0.306926,-0.0623866,0.0241927,0.00637343,0.997738,0.660919,-0.20313,0.140431,0.801982,0.828464,0.589902,-0.0443372,0.732406,-1.68837,-0.0436426,1.09547,-1.75981,-0.0136485,0.950237,-1.49815,0.0229189,0.00422661,-1.03104,-0.601182,1.31227,-0.268192,-0.338981,-2.72576,-8.05818,0.54205,-1.05309,3.5471,-0.124091,2.08235,-1.81342,1,0,1,1,
0.88,0.312889,0.0433392,0.309717,-0.0542837,0.030618,0.0129727,0.997972,0.659056,-0.235649,0.135939,0.841639,0.517277,0.603836,-0.0533953,0.75826,-1.68321,-0.0498534,1.0044,-1.85136,-0.00158271,0.931351,-1.42595,0.0227372,0.0506954,-1.06933,-0.452908,1.29268,0.258085,-0.310542,-4.55378,-4.57713,0.603289,-0.94429,3.60986,-0.00908553,2.32344,-1.91493,1,0,1,1,
0.9,0.32603,0.038365,0.312253,-0.045839,0.0330848,0.0194398,0.998212,0.654641,-0.260484,0.114888,0.881333,0.0377328,0.604618,-0.059444,0.785692,-1.66559,-0.053632,0.898328,-1.87147,0.0109163,0.922384,-1.35958,0.024479,0.107289,-1.11608,-0.302436,1.37162,0.881017,-0.18893,-5.30351,-1.00563,0.62495,-0.448365,3.31839,0.0870877,2.82966,-2.33714,1,0,1,1,
0.92,0.339069,0.0329603,0.314263,-0.0370614,0.0304163,0.0255928,0.998522,0.649389,-0.279241,0.0862723,0.926982,-0.459741,0.581109,-0.0627628,0.815754,-1.63422,-0.0553832,0.743024,-1.82406,0.0235293,0.929584,-1.30511,0.0277841,0.178003,-1.1757,-0.165936,1.50308,1.56839,-0.0875578,-7.76516,2.3704,0.63065,0.360045,2.72342,0.165254,3.53573,-2.98103,1,0,1,1,
0.94,0.352012,0.0272252,0.315714,-0.0279018,0.0234398,0.0311649,0.99885,0.645018,-0.293528,0.059088,0.974922,-0.825125,0.518214,-0.0638567,0.846937,-1.5909,-0.0573415,0.55797,-1.70662,0.0360461,0.951035,-1.26129,0.0323043,0.260401,-1.24497,-0.0546959,1.55915,2.16606,-0.0979166,-9.25273,5.87218,0.625842,1.07255,2.19125,0.226011,4.11991,-3.46342,1,0,1,1,
0.96,0.364876,0.021249,0.316636,-0.0183504,0.0134722,0.0358227,0.999099,0.641526,-0.303345,0.0333347,1.01783,-1.05973,0.413865,-0.0632009,0.877464,-1.5382,-0.0600608,0.371942,-1.53041,0.0480251,0.982606,-1.22461,0.0376546,0.350538,-1.31915,0.0327907,1.52638,2.63484,-0.135964,-9.30139,8.81058,0.59895,1.57853,1.83372,0.267515,4.50681,-3.70939,1,0,1,1,
0.98,0.377679,0.0151212,0.317057,-0.00846445,0.00181368,0.0391849,0.999194,0.638915,-0.308691,0.00901264,1.0488,-1.1651,0.265714,-0.0611582,0.906051,-1.47873,-0.0625993,0.205026,-1.32053,0.0577969,1.02645,-1.24344,0.0433628,0.444581,-1.39405,0.102135,1.42935,2.97347,-0.126927,-8.34581,10.4937,0.488588,2.19207,-0.941229,0.28541,4.70215,-3.74464,1,0,0,1,
1,0.390438,0.00893115,0.317006,0.00163778,-0.0102541,0.0408228,0.999112,0.637183,-0.309568,-0.0138783,1.06277,-1.14279,0.0711863,-0.0579896,0.931906,-1.41511,-0.0632048,0.075175,-1.11691,0.0635226,1.07935,-1.35746,0.0487824,0.538711,-1.4659,0.158426,1.29273,3.181,-0.0302727,-6.49254,10.181,0.286285,2.64497,-5.70094,0.270981,4.7065,-3.59255,1,0,0,1,
1.02,0.403177,0.00276975,0.316507,0.0117805,-0.0215469,0.0404286,0.998881,0.637141,-0.305754,-0.0359831,1.0533,-1.01745,-0.122206,-0.0539836,0.954684,-1.34991,-0.0602053,0.0110004,-0.983354,0.0650492,1.11653,-1.51514,0.0531726,0.629417,-1.53167,0.200304,1.13889,3.26039,0.149975,-3.20873,6.67787,0.076332,1.85927,-7.88424,0.219511,4.53532,-3.2884,1,0,0,1,
1.04,0.41594,-0.00326624,0.315567,0.0217268,-0.0311936,0.0383237,0.998542,0.6396,-0.297027,-0.0579466,1.01836,-0.81182,-0.266955,-0.049653,0.974451,-1.28554,-0.053292,0.0499094,-0.9936,0.0638836,1.11464,-1.67119,0.0563169,0.714623,-1.58974,0.21653,0.988384,3.21839,0.345664,1.94545,-0.512286,-0.0582815,-0.0946107,-7.80238,0.157212,4.26031,-2.90377,1,1,0,1,
1.06,0.428778,-0.00907857,0.31419,0.0312688,-0.0383818,0.034959,0.998162,0.644558,-0.283387,-0.0797689,0.962501,-0.524153,-0.365451,-0.0454171,0.991538,-1.22462,-0.0440231,0.123072,-1.06019,0.061766,1.06106,-1.79265,0.0581336,0.792276,-1.63871,0.211795,0.854335,3.04591,0.463447,3.65813,-3.3295,-0.105879,-2.6791,-6.07314,0.0908371,3.88266,-2.4485,1,1,0,1,
1.08,0.441739,-0.014569,0.312377,0.0402509,-0.0422771,0.0307501,0.997821,0.652017,-0.264836,-0.10145,0.890604,-0.152581,-0.419451,-0.0415711,1.00647,-1.17004,-0.0335953,0.192187,-1.13312,0.0597427,0.961218,-1.8594,0.0584959,0.859904,-1.67703,0.1923,0.746564,2.72926,0.521389,3.45576,-3.64653,-0.101165,-4.99202,-3.33726,0.0181135,3.38137,-1.91595,1,1,0,1,
1.1,0.454875,-0.0196392,0.310133,0.0485629,-0.0420231,0.0260822,0.997595,0.661976,-0.241371,-0.12299,0.80687,0.304598,-0.429826,-0.0383301,1.01992,-1.12492,-0.0224524,0.256809,-1.21422,0.0576214,0.840256,-1.8666,0.0572483,0.914638,-1.70303,0.16205,0.672479,2.2557,0.557146,3.2311,-4.05501,-0.106064,-6.0481,-0.35999,-0.0623789,2.7367,-1.29989,1,1,0,1,
1.12,0.468227,-0.0241825,0.307512,0.0561563,-0.0371451,0.0212732,0.997504,0.673166,-0.211701,-0.136378,0.727636,0.728904,-0.415784,-0.0359305,1.03236,-1.09093,-0.0109047,0.316368,-1.30342,0.0533946,0.709109,-1.81672,0.054155,0.954413,-1.71549,0.119982,0.622121,1.69975,0.577383,2.97795,-4.45977,-0.211339,-6.55733,2.49409,-0.154666,1.98875,-0.623158,1,1,0,1,
1.14,0.481801,-0.0280573,0.304785,0.0631134,-0.0287654,0.0164706,0.997456,0.684315,-0.17453,-0.133604,0.663361,1.00064,-0.39394,-0.0349355,1.04304,-1.06308,0.000500028,0.371179,-1.39482,0.0457323,0.52935,-1.69836,0.0486715,0.981548,-1.71545,0.0497469,0.533758,1.39224,0.570236,2.74054,-4.57011,-0.383116,-8.98795,5.91773,-0.274176,1.35675,0.00213864,1,1,0,1,
1.16,0.495599,-0.0311137,0.302276,0.0695123,-0.018406,0.0118314,0.997341,0.695425,-0.129859,-0.114669,0.608689,1.11952,-0.361119,-0.0360325,1.05059,-1.03479,0.0107065,0.422364,-1.48217,0.0363503,0.325649,-1.51818,0.0403988,0.999544,-1.70436,-0.0548509,0.377711,1.41434,0.510322,2.55925,-4.36775,-0.469102,-10.1851,9.00905,-0.413633,0.899817,0.554346,1,1,0,1,
1.18,0.509618,-0.0332016,0.300306,0.0753959,-0.00758715,0.00756396,0.997096,0.706495,-0.0776873,-0.0795717,0.559118,1.08534,-0.314972,-0.0398657,1.05374,-1.00086,0.0181452,0.471555,-1.56012,0.0261662,0.119485,-1.29082,0.0292016,1.01192,-1.68358,-0.19166,0.157636,1.69657,0.371937,2.45957,-3.89726,-0.509204,-10.3082,11.3678,-0.55986,0.618827,1.03911,0,1,0,1,
1.2,0.523858,-0.0341712,0.299201,0.080781,0.00217263,0.0039175,0.996722,0.717525,-0.0180155,-0.0283128,0.511321,0.897944,-0.253896,-0.0447216,1.07723,-1.05463,0.0208345,0.52058,-1.62369,0.015037,-0.0726648,-1.03828,0.0151686,1.02219,-1.65439,-0.242792,1.17419,-2.68839,0.134465,2.45126,-3.1788,-0.556459,-9.60751,12.6271,-0.70165,0.513653,1.45935,0,1,0,1,
